	description	location	salary	title
1013	"About the company
My client represents the connected world, offering innovative and customer-centric information technology services and solutions, enabling Enterprises, Associates and the Society to Rise. They are a very well respected USD 4.0 billion company with 100,000+ professionals across 90 countries, helping over 800 global customers including Fortune 500 companies. They pride themselves to be amongst the Fab 50 companies in Asia as per the Forbes 2014 List.

About the role
Because of their immense growth in client portfolio, an exciting opportunity have come up in one of their tier 1 clients in Sydney. They are urgently looking for an experienced Business Intelligence Solution Designer to support their client's critical business. Please note that this role has a heavy stakeholder management focus. The successful candidates would need to have the following skill sets

Roles and Responsibilities
Having experience of 10+ yrs in BI / Datastage.
Excellent stakeholder management with focus on Business Intelligence.
Should have an understanding on domain and technical knowledge
Good knowledge on oracle systems , Datastage, PL/SQL
Responsible for designing, building, and supporting the components of data warehouse, such as ETL processes, databases, reports, and reporting environments.
Design various block diagrams and logic flowcharts.
Document all program level and user level processes.
Prepare ETL architecture and associate procedures.
Studies and understands the company's business processes and applications, including their effect on data and reporting, and applies the knowledge gained in designing data warehouses and reports.
Identifies and documents all requirements for both fresh and current data warehouse components and reports by working with end users.
Performs capacity planning, supporting, troubleshooting, and ETL performance modification.
Assembles performance statistics, analyzes them, and makes recommendations for improvements.
Culture and Benefits
It is an urgent position and my client is interviewing candidates at the moment. It is an exceptional opportunity for someone who has Solution Designer experience using Datastage and and has done stakeholder management. If you possess all the skills mentioned above, we would love to hear from you. Only Australian Permanent Residents and Citizens required for this role.
For more information on the role, please either apply or contact Nathan Sabherwal on 02 9431 6525. En world is a specialist recruitment agency specializing in IT, Accounting and Corporate Services, Engineering and Sales & Marketing. We can always help you in finding the right permanent or contract role."	 - Sydney Central Business District NSW	Solution Designer - BI Datastageen world3 reviews - Sydney Central Business District NSWPermanent	Solution Designer - BI Datastage
1014	"Manager - Technology Risk-SYD0005Y7

Manager - Technology Risk
Flexible work options - work smarter in a way that suits your lifestyle
Lead teams on projects with ASX clients
18 weeks Parental Leave

Join PwC's Risk Assurance team as a Manager within our technology risk team and foster relationships with clients and help them to strengthen their risk profile by improving internal controls.

The Opportunity

At PwC, we help Australian businesses, not-for-profits and governments create value and improve the way they work. From improving healthcare, to creating smarter cities and igniting Australia's start up industry, you'll build trust in society and solve important problems.

The Risk Assurance team bring this to life by developing technology and risk management strategies and methodologies for a wide range of clients. As the Manager your impact will be seen by leading a full range of assurance tasks including the planning, testing, reviewing and reporting stages on large and complex jobs. The manager will have exposure to all aspects of audit and statutory reporting.

Success does stem from a positive attitude, hard work and going the extra mile, but that's not all!

You will:
Manage IT Risk Assessments for key operations, major system changes, outsourcing projects, cloud implementations
Understand information technology Function Assessments against better practice frameworks such as ITIL
Be comfortable with application controls and security reviews
Write reviews covering Identity & Access Management, Security Management, IT Governance, Emerging Technology Risks e.g. BYOD and cloud, IT Compliance, BCP & DRP, Business Intelligence and Alignment of IT to business strategy
Handle technical support to external audit engagements, performing IT general controls audits and advising on impacts to financial risk

About you

The brief is simple...

You have a solid background in risk assessments and audit and are capable of leading discussions on IT functions, risks and technology direction and as a result building strong relationships. You're passionate about seeking new ways to add value to your clients.

You thrive in a collaborative and innovative culture and want to join a firm that values problem solvers, the kind of people who reimagine the possible for their clients and key stakeholders.

Your colleagues can vouch that you:
Act with integrity and show care for the people you work with
Have 5-7 years of experience in IT risk assessment and audit
CISA qualification will be highly regarded as well as CA/CPA qualifications
Ability to build and maintain client relationships
A proactive approach in managing engagements and seeking ways to add value to your clients
Experience in managing and mentoring junior staff
Shape programs of work to be delivered and monitor against this in proactive way
Have a positive ""can do"" attitude to challenges and the agility to multitask effectively across competing priorities
Genuine ability to engage and influence client conversations

Sound like you? Read on.

What we offer

Working for Australia's largest professional services firm you'll join a global network spanning 157 countries that delivers meaningful outcomes for a wide range of clients.

Our culture and benefits are why we're LinkedIn's number one Australian workplace. With state of the art offices and premium technology, each person has access to flexible work options. The dress policy is flexible too - you choose what you wear based on the work you do with your team and clients.

Fostering an inclusive culture and embracing differences is at the core of everything we do. PwC empowers you to be yourself and work with people from many backgrounds to achieve things never thought possible. Get involved in our employee-led diversity networks (cultural, disability, LGBTI or gender equality) and benefit from our best-in-class policies such as 18 weeks maternity/paternity leave, flexible work and gender equity.

Up for a challenge? We're committed to helping our people unleash their potential. Hard work doesn't go unrewarded and industry best coaching, mentoring, training and development are ready and waiting. If you hold a genuine desire to make a difference and want to surround yourself with like-minded, talented and driven individuals who strive to do the same, apply now.

PwC is committed to building and maintaining a diverse workforce. Our Reconciliation Action Plan sets out our commitment to increase Indigenous employment. We encourage applications from Aboriginal and Torres Strait Islander Australians.

Erin Gibbons is the Recruitment Manager for the role. As the team experience high volumes of applications, we appreciate your patience to allow for a timely and fair process for all.

We welcome the opportunity to speak to candidates about our value proposition and recognition and reward approach. The minimum full time salary for this role is [$94,977] including 9.5% Superannuation, however will be determined based on the skills and experience that the candidate brings.
Job Assurance
Primary Location Sydney
Job Type Full-time
Referral Amount 3"	 - Sydney NSW	Manager - Technology RiskPwC5,951 reviews - Sydney NSW$94,977 a year	Manager - Technology Risk
1015	"Job Category
Customer Success Group


Job Details
Job Details
Responsibilities:
Be a part of the global professional services team that will consist of integration & data experts
Analyze and understand client's business objectives and needs
Understand customer goals and challenges and translate them into technical requirements
Interact frequently with customers and Manage discovery phase in order to determine their needs
Define best practices for solution architecture
Build detailed requirement documentation
Execute complex client implementations
Coordinate between various internal departments (including Engineering, Product Management, client facing team, Sales, and Support) to execute on client-costumed projects
Define development methodologies and strategies to improve deliverables

Qualifications:
5+ Years of experience in
 Custom development
BI implementation, preferably in a digital marketing environment
Knowledge of the Ad tech ecosystem is preferred: ad serving, web analytics
Must have interpersonal skills, ability to work in teams and interact frequently with customers in order to determine their needs
Experience working in DB development /Data modeling/ETL processes/SQL/Python
Exercised working with Client-side HTML, JavaScript, CSS
Must be collaborative and able to influence in a matrixes environment
Proven time management and prioritization skills in a dynamic environment
Computer science degree


About Datorama , a Salesforce Company:
Datorama ’s marketing intelligence platform transforms the way marketers optimize their marketing performance, business impact, and customer loyalty. With Datorama , customers can:
Automatically connect all their disparate marketing tools and reports in one centralized place
Access and act on the right cross-channel KPIs, dashboards, reports and AI-powered insights
Optimize and report on every investment, performance, and outcome across the customer journey Datorama powers marketing intelligence for thousands of brands, agencies and publishers globally including IBM, Nike, Ticketmaster, Viacom, and Neo@Ogilvy, helping them make smarter marketing decisions every day.
Datorama has a global presence and was recently named a Gartner Cool Vendor and ranks #35 on the Deloitte Fast 500 list




Posting Statement

Salesforce.com and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Salesforce.com and Salesforce.org do not accept unsolicited headhunter and agency resumes. Salesforce.com and Salesforce.org will not pay fees to any third-party agency or company that does not have a signed agreement with Salesforce.com or Salesforce.org."	 - Sydney NSW	Technical Architect, Datorama, ANZSalesforce415 reviews - Sydney NSW	Technical Architect, Datorama, ANZ
1016	"Our client is growing and leading property power house managing hundreds of commercial, industrial and retail businesses across ANZ.
In a dynamic and new highly performing team, an opportunity has come up for an accomplished Quality Assurance Analyst to join their close-knit, agile team in Sydney on a 12 month fixed term contract - with strong option to either extend or convert to a permanent full-time role.

You will be part of a team working on a large, complex, challening and demanding information centralisation program responsible for developing, driving, and executing quality frameworks and processes and ensuring these quality process are embedded across the group. This role will also be directly responsible for functinal testing, back end testing and automation testing.

Your role will comprise 50% testing and 50% quality assurance in this exciting program. You must have proven experience running testing frameworks and methodologies, full stack automation, Microsoft Azure BI stack and Data Quality Assessment skills.

Your experience with creating and driving test plans, strategies, cases and UAT is paramount; as is your ability to coach, train and embed quality assurance throughout the group and be the driver of these responsbilities.
Must have experience and skills for this role:
Must have minimum 4+ years experience with Microsoft BI stack
Minimum 8+ years experience; Expert level skills in testing frameworks and methodologies
Full stack automation
Proven and strong testing background
High level skills and experience in creating, embedding, and delivering quality frameworks and processes
Microsoft Azure BI stack
High level data quality assessment skills
Continuous integration testing
API testing
Highly effective communication and team collaboration skills
Experience working across an Agile environment
Australian citizenship / resident as a minimum requirement
Must have minimum 4+ years of local experience
On offer for this opportunity:
Opportunity to join leading Australian organisation who are rapidly going through extensive growth
Opportunity to own and drive an important role with quality assurance and testing responsbilities
World class, modern and state of the art CBD office
Flexible working (depending on portfolio of projects/work
Opportunity to join dynamic, agile high-performing team, working on critical and demanding large scale projects.
Salary range between circa 110-120K base + super (negotiable)
Exciting technology (Microsoft, BI, ERP, AI) stacks to work with

Take your career to the next level, take ownership of your work and reap the benefits by being a critical member delivering exciting projects! Apply now or alterntively send your email to Mile at milek@thenetworkit.com"	 - Sydney NSW	Quality Assurance Analyst (Microsoft BI)The Network IT - Sydney NSW	Quality Assurance Analyst (Microsoft BI)
1017	"At JLL it’s our ambition to be the smartest when it comes to technology, data and insights.

We want to have the best tools and technology in real estate, enabling our people to do their greatest work and making it easy to harness the power of data to drive sustainable and profitable growth and provide real actionable insights for both ourselves and our clients.

We are looking for someone to join our Project and Development Services (PDS) BI Team to support the business transformation to proactively using data in all aspects of our decision making
What this job involves

You’ll join our Project and Development Services (PDS) business. Your focus will be on implementing & delivering measurable change that will enable our people to be more productive, reduce risk, and strengthen governance, compliance and access insights.

Some of your responsibilities will include

Understand & document the business need and ensure in context of building BI solutions.
Identify & implement data acquisition programs as part of data discovery process.
Facilitate the design & development of the most appropriate model to meet and exceed the requirement.
Build visualizations that tell a compelling story and turn data into actionable insights.
Understand the current state BI landscape & facilitate define a future state that brings innovation and fresh thinking while addressing the current and future needs of the business

Sound like you? This is what we’re looking for:

You’ll be qualified in a related field : Business, Information Science, Computer Science, Mathematics, Statistics or a quantitative discipline in science, or social science. Business model knowledge and ability to scope a business problem and quantify numerically would be a great advantage
You’ll have some knowledge of standard analytical, reporting and programming languages and their applications (such as SQL, R, SSRS, Python, Matlab)
Understanding of Data Wrangling: Data Discovery, Acquisition & Transformation process and the specific use of tools to support Self Service data preparation and data governance is preferred

You’ll have the ability to influence & develop relationships with stakeholders and have the desire to achieve exceptional results. Your communication & negotiation skills ensure that you build rapport quickly and in return can easily understand & interpret your stakeholders needs


What can you expect from us?

You’ll join an entrepreneurial, inclusive culture. One where the best inspire the best. Where like-minded people work naturally together to achieve great things. Join us to develop your strengths and enjoy a fulfilling career full of varied experiences. Keep those ambitions in sights and imagine where JLL can take you...

JLL is committed to developing and maintaining a diverse workforce. We encourage all qualified candidates to apply.

Interested candidates please apply following the link below quoting job reference number FO81974

You can also follow us and ask questions on Twitter@JLLAustralia or join our LinkedIn group http://linkd.in/JLLgroup





JLL Privacy Statement
When you visit JLL websites, JLL may collect information related to those visits, without you actively sending that information. This information may include, for example, the internet browser you are using, your access device’s operating system, the language in which that system presents information to you, your IP (Internet Protocol) address, the web search that took you to the JLL website, the web pages and advertisements displayed to you, and the links you click on.

For additional details please see JLL's Global Privacy Statement or our career site pages for each country.

For employees in the United States, please see a fully copy of our Equal Employment Opportunity and Affirmative Action policy here ."	 - Sydney NSW	BI TechnicianJLL1,874 reviews - Sydney NSW	BI Technician
1018	"Informa Australia:
- Work for the nation’s leading event organizer- widely respected and globally recognized company
Energetic & exciting environment with competitive base salary + FANTASTIC earning potential!Brilliant supportive team, great company culture, with excellent opportunities for training and building your skill set
About the Organisation:
Informa is a leading global business intelligence, academic publishing, knowledge and events business, operating in the Knowledge and Information Economy. The Australian division is the nation’s leading event organizer bringing to market approximately 100 events a year. We are listed on the London Stock Exchange and a member of the FTSE 100.

The Role:
One of the fastest growing and dynamic portfolios in the company is looking for a talented new Business Development Executive to join Informa’s healthcare team. The Business Development Executive is responsible for generating sponsorship revenue and cultivating relationships within the healthcare sector. Specifically, the role involves:
Proactively research and identify target markets and potential conference sponsorsDeveloping a strategic and tailored sponsorship plan for each event and clientEstablish, manage and maintain new business and long-term relationships with key clientsLiaising with and negotiating sponsorship packages with clients and prospectsWriting promotional sponsorship copy for marketing purposesAttending conferences (both locally & interstate) to further develop business relationships & contactsWork collaboratively with the conference production, marketing and operation teams to deliver first-class eventsWork collaboratively with Informa’s business intelligence unit to leverage existing relationships and build the business

Competencies:
A proactive, results driven person who thrives on building relationships and connecting with peopleThink strategically and understand the market in which you are operatingWork autonomously, take initiative, actively research new leads and look for every opportunity to sell i.e. by phone, face to face etcThe confidence to communicate with high-level decision makers and a talent for fostering and cultivating new and ongoing relationshipsWork collaboratively across the businessExcellent oral and written communication skillsExemplary negotiation and presentation skillsGood research and analytical skillsDeadline-oriented and target drivenAbility to manage multiple projectsA team player and creative thinker-the ability to think outside the box to win new businessEnthusiastic and dedicatedSome knowledge of the health and life sciences industries is preferred but not essential
If you would like to join the Informa dream team and think you are a great fit for this opportunity we would love to hear from you. Please submit your cover letter and CV. Only genuine applications will be considered.

The successful candidate can look forward to a very competitive base salary, plus super and uncapped commission potential."	 - Sydney NSW	Bursiness Development ExecutiveInforma Australia - Sydney NSW	Bursiness Development Executive
1019	"Your Benefits:

End-User Organization;
Well-know Brand;
Work-Life Balance Options;
Convenient Sydney CBD Location;
Opportunity to Learn new ETL Systems;
Organic Growth Opportunities;
Brand-new High Profile Projects;
Friendly & Flat Structure;

In this role you will be joining a first-tier reputable end-user organization. Their strong performance is the results of their years of investment in sensible Business Intelligence & Performance Management.

Working with senior stakeholders across multiple business units, you will have an end to end focus on ETL, Data Integration, Data Warehouse as well as providing data reporting and data analysis within an Agile environment. You will be involved on an end to end basis from scoping to data querying, data analysis, ETL work and data modeling, visualization and reporting to presentation layer.

You must have strong Tableau reporting / Tableau business dashboards. You will also have experience in working with one of the mainstream ETL toolsets (i.e. SSIS, Informatica, DataStage, Business Objects Integration Services or similar)

To be successful for this role, your CV will need to reflect on following skill-set:

Strong command of English (written and verbal);
Advanced skills with SQL and ability to write stored procedures;
Experience working with one of the mainstream ETL toolsets (SSIS, Informatica, DataStage, Business Objects Integration Services or similar);
Direct Experience with Tableau Data Reporting / Business Dashboards (must be able to demonstrate during interview process);
Demonstrated ability in internal or external consulting (i.e working with business stakeholders on requirement gathering to delivery);

Important Note

Relevant commercial and local experience is absolutely essential to apply for this requirement.

If you meet the above criteria you will need to Apply NOW in order to secure a place in the shortlist for the interviews.


You can either apply here or send your application directly to Sonia at Sonia@infinitypro.com.au quoting 0090BIAnalyst or contact us on (02) 9687 1025 for a confidential discussion.

Please ensure all documents are sent in Microsoft Word Format"	 - Sydney NSW	Tableau Business Intelligence Analyst, Consultant - SQL, ETL, Tableau ReportingInfinity Pro - Sydney NSW	Tableau Business Intelligence Analyst, Consultant - SQL, ETL, Tableau Reporting
1020	"Job Description
Amazon’s new Australia retail team, located in Sydney, is looking for a highly analytical Vendor Manager with a passion for launching new countries and driving thought leadership. It is a pivotal role that will contribute to the evolution and success of the Sports category. If you’re inspired by a new challenge and the thought of contributing to a new business in a significant way, then this is the position for you. In this role you will act as the business owner for the assigned categories, maximising Amazon’s business profitability and selection expansion opportunities, creating the earth's greatest shopping experience – a store featuring more products, brands, & more compelling content than any store, online or off!
The Vendor Manager position is for a passionate customer and category advocate within Amazon, with proven analytical capabilities and project management skills, great attention to detail, the ability to effectively prioritise and multi-task, and a proven record of driving category growth. The VM must be an effective leader and communicator in working with some of Amazon.com.au’s most important partners and vendors, as well as with internal colleagues and cross-functional leaders. The ideal candidate will be a self-starter with a passion for retail and a high level of flexibility and commitment.
The successful VM will be able to:

Act as the ‘business owner’ for assigned categories, possessing a complete understanding (inclusive of the strategic context) of internal and external variables that impact your business (this entails owning forecasting, monitoring, understanding and reporting on the business, along with responsibility for driving projects and promotions to achieve business objectives)

Have a thorough understanding of the industry, seasonality and business trends/events, and continually monitor competitor/industry developments

Maximise Amazon’s business profitability and selection expansion opportunities

Have a complete understanding of the customer needs, both existing and potential, and use that knowledge to advocate for and drive delivery of site features that provide Amazon customers with an unparalleled shopping experience

Manage vendor relationships - manage supplier/partner contracts, manage day-to-day relationships, and negotiate and secure marketing funds

Create business plans for new opportunities and develop and execute project plans for the launch of new features, incorporating merchandising and pricing strategies

Coordinate cross-functional teams, and communicate with internal and external parties, while meeting tight deadlines

Conduct financial analysis of business opportunities to meet and exceed revenue and profitability targets
Basic Qualifications
Bachelor’s degree

3+ years of relevant experience in retail, operations, product or program management, and/or business management/consulting with a proven track record of negotiations and delivering results
Preferred Qualifications
Deep understanding about the Australian sports industry and customer needs

Influencing abilities and vendor management experience

Ability to think and react in a high-energy, fast-paced environment

Experience in vendor negotiations, pricing and promotion, inventory management, and product development

Advanced experience with Excel, or other analytical/Business Intelligence tools

Highly polished communication skills - speaking, writing, presenting and negotiating

Ability to operate simultaneously and effectively in both tactical and strategic modes

A willingness to roll up sleeves to get things done

Working in a start-up or early stage environment where you will be defining best practice for your function"	 - Sydney NSW	SVM HardlinesAmazon.com27,965 reviews - Sydney NSW	SVM Hardlines
1022	"What’s your ambition? Is it a big goal or small steps? Professional or personal? We’d like to know because we make your ambitions our business.
We’re JLL. We’re a professional services and investment management firm specializing in real estate. We help organizations around the world achieve their ambitions by owning, occupying and investing in real estate.

What this job involves
A fantastic opportunity has arisen for an experienced Business Intelligence Reporting Analyst to join our Finance Team based in the Sydney Head Office. Within this role you will work directly with senior management assisting in the financial reporting process for the business. Day to day to you will assist with complex excel modelling and technical support.

Please note this is a 12 month fixed term contract, commencing end of November.

Your responsibilities will include:
Ensuring the delivery of forecasting and planning reports
Assisting in finding solutions for data and reporting requirements
Development & timely delivery of robust BI reports and dashboards
Other adhoc analysis, including, Data cleansing, Mapping, Tree Hierarchy maintenance, systems-interface support

Sound like you? This is what we’re looking for:
As a problem solver being comfortable with high volumes of data, you’ll possess exceptional excel skills and reporting platform experience, as well have excellent communication skills and a high level of analytical thinking with strong attention to detail.

You’re computer literacy will enable you to learn new skills and translate business requirements into technical solutions. If your prior experience includes analysing source systems, use of Excel, VBA, PowerBI or PowerPivot, you will be a perfect candidate for this role!

What can you expect from us?
You’ll join an inclusive culture, one where the best inspire the best. Where like-minded people work naturally together to achieve great things. Join us to develop your strengths and enjoy a fulfilling career full of varied experiences. Keep those ambitions in sight and imagine where JLL can take you...
Want to Apply
Interested candidates, please apply following the link below-quoting job reference number TS82473BR
JLL is committed to developing and maintaining a diverse workforce. We encourage Aboriginal and Torres Strait Islanders applications and enquiries.
You can also follow us and ask questions on Twitter@JLLAustralia or join our LinkedIn group http://linkd.in/JLLgroup





JLL Privacy Statement
When you visit JLL websites, JLL may collect information related to those visits, without you actively sending that information. This information may include, for example, the internet browser you are using, your access device’s operating system, the language in which that system presents information to you, your IP (Internet Protocol) address, the web search that took you to the JLL website, the web pages and advertisements displayed to you, and the links you click on.

For additional details please see JLL's Global Privacy Statement or our career site pages for each country.

For employees in the United States, please see a fully copy of our Equal Employment Opportunity and Affirmative Action policy here ."	 - Sydney NSW	Finance Systems Manager - Mat CoverJLL - Sydney NSW	Finance Systems Manager - Mat Cover
1023	"Microsoft Azure Senior to Managing Consultant
Enjoy diversity and career growth
Make a difference implementing best practice Data, Business Intelligence and Analytics solutions
Great Place to Work 9 years in a row


Are you passionate about using data and information to deliver tangible business outcomes? This is an exciting opportunity to join a leader in the industry and be part of a high performing team.

Why Altis?
Altis Consulting was established in 1998 and has become the leading Information Management (Business Intelligence, Data Warehousing and Data Analytics) consultancy in Australia and New Zealand. We’re proud to have been recognised nine years in a row as a Great Place to Work and of our strong company culture focused around people and enabling them to achieve their best.
As a vendor-independent consultancy, you’ll work with traditional technologies and leading edge solutions for on premise and Cloud. You’ll receive training from industry thought leaders and be mentored to develop your full potential. At Altis you’ll engage with diverse clients and industries and be part of projects that deliver tangible business outcomes.

About the role
We are seeking Senior to Managing Consultants to join our growing team. This is an exciting opportunity for a consultant with hands-on project experience in the Microsoft BI and Azure stack and superb communication skills to be involved in end to end DW/BI/Analytics projects that make a real difference to our clients.
This role involves employing your initiative, technical knowledge and strong oral and written communication to translate and implement medium to complex requirements into DW/BI solutions using appropriate methodologies and standards.

Desired skills and experience:
Solid foundation in DW and BI design, tools, processes and implementation approaches
Good skills in data modelling, data ingestion and ETL design
A passion for using data and information to make a difference
Data Warehousing, Business Intelligence or Data Analytics project experience
5+ years’ experience in Microsoft SSIS/SSRS/SSAS and Power BI
Hands on experience in the Azure Analytics Platform and Data Factory
Be up to date with new technologies such as Data Science, Big Data and Cloud Computing
A background in consulting and professional services preferred
Initiative and eager to try new approaches
Ability to learn and use new technologies quickly & effectively


Altis is an equal opportunity employer and WGEA Pay Equity Ambassador. Follow us on LinkedIn for the latest insights and opportunities https://www.linkedin.com/company/altis-consulting

 At this stage we are not accepting applications via external recruitment firms.
 You have the right to work in Australia to be eligible for this role."	 - Sydney NSW	Microsoft Azure Senior to Managing ConsultantAtlis Consulting - Sydney NSW	Microsoft Azure Senior to Managing Consultant
1024	"Microsoft Azure Senior to Managing Consultant
Enjoy diversity and career growth
Make a difference implementing best practice Data, Business Intelligence and Analytics solutions
Great Place to Work 9 years in a row


Are you passionate about using data and information to deliver tangible business outcomes? This is an exciting opportunity to join a leader in the industry and be part of a high performing team.

Why Altis?
Altis Consulting was established in 1998 and has become the leading Information Management (Business Intelligence, Data Warehousing and Data Analytics) consultancy in Australia and New Zealand. We’re proud to have been recognised nine years in a row as a Great Place to Work and of our strong company culture focused around people and enabling them to achieve their best.
As a vendor-independent consultancy, you’ll work with traditional technologies and leading edge solutions for on premise and Cloud. You’ll receive training from industry thought leaders and be mentored to develop your full potential. At Altis you’ll engage with diverse clients and industries and be part of projects that deliver tangible business outcomes.

About the role
We are seeking Senior to Managing Consultants to join our growing team. This is an exciting opportunity for a consultant with hands-on project experience in the Microsoft BI and Azure stack and superb communication skills to be involved in end to end DW/BI/Analytics projects that make a real difference to our clients.
This role involves employing your initiative, technical knowledge and strong oral and written communication to translate and implement medium to complex requirements into DW/BI solutions using appropriate methodologies and standards.

Desired skills and experience:
Solid foundation in DW and BI design, tools, processes and implementation approaches
Good skills in data modelling, data ingestion and ETL design
A passion for using data and information to make a difference
Data Warehousing, Business Intelligence or Data Analytics project experience
5+ years’ experience in Microsoft SSIS/SSRS/SSAS and Power BI
Hands on experience in the Azure Analytics Platform and Data Factory
Be up to date with new technologies such as Data Science, Big Data and Cloud Computing
A background in consulting and professional services preferred
Initiative and eager to try new approaches
Ability to learn and use new technologies quickly & effectively


Altis is an equal opportunity employer and WGEA Pay Equity Ambassador. Follow us on LinkedIn for the latest insights and opportunities https://www.linkedin.com/company/altis-consulting

 At this stage we are not accepting applications via external recruitment firms.
 You have the right to work in Australia to be eligible for this role."	 - Sydney NSW	Microsoft Azure Senior to Managing ConsultantAltis Consulting - Sydney NSW	Microsoft Azure Senior to Managing Consultant
1025	"Microsoft Azure Senior to Managing Consultant
Enjoy diversity and career growth
Make a difference implementing best practice Data, Business Intelligence and Analytics solutions
Great Place to Work 9 years in a row


Are you passionate about using data and information to deliver tangible business outcomes? This is an exciting opportunity to join a leader in the industry and be part of a high performing team.

Why Altis?
Altis Consulting was established in 1998 and has become the leading Information Management (Business Intelligence, Data Warehousing and Data Analytics) consultancy in Australia and New Zealand. We’re proud to have been recognised nine years in a row as a Great Place to Work and of our strong company culture focused around people and enabling them to achieve their best.
As a vendor-independent consultancy, you’ll work with traditional technologies and leading edge solutions for on premise and Cloud. You’ll receive training from industry thought leaders and be mentored to develop your full potential. At Altis you’ll engage with diverse clients and industries and be part of projects that deliver tangible business outcomes.

About the role
We are seeking Senior to Managing Consultants to join our growing team. This is an exciting opportunity for a consultant with hands-on project experience in the Microsoft BI and Azure stack and superb communication skills to be involved in end to end DW/BI/Analytics projects that make a real difference to our clients.
This role involves employing your initiative, technical knowledge and strong oral and written communication to translate and implement medium to complex requirements into DW/BI solutions using appropriate methodologies and standards.

Desired skills and experience:
Solid foundation in DW and BI design, tools, processes and implementation approaches
Good skills in data modelling, data ingestion and ETL design
A passion for using data and information to make a difference
Data Warehousing, Business Intelligence or Data Analytics project experience
5+ years’ experience in Microsoft SSIS/SSRS/SSAS and Power BI
Hands on experience in the Azure Analytics Platform and Data Factory
Be up to date with new technologies such as Data Science, Big Data and Cloud Computing
A background in consulting and professional services preferred
Initiative and eager to try new approaches
Ability to learn and use new technologies quickly & effectively


Altis is an equal opportunity employer and WGEA Pay Equity Ambassador. Follow us on LinkedIn for the latest insights and opportunities https://www.linkedin.com/company/altis-consulting

 At this stage we are not accepting applications via external recruitment firms.
 You have the right to work in Australia to be eligible for this role."	 - Sydney NSW	Microsoft Azure Senior to Managing ConsultantAltis Consulting Pty Ltd - Sydney NSW	Microsoft Azure Senior to Managing Consultant
