	description	location	salary	title
203	"Crunch data, uncover insights and create knowledge. Join InfoReady, part of Arq Group, where you can design and implement solutions that enable organisations to harness data for competitive advantage

What you get to do.

Working with many of Australia’s leading companies, you will deliver advanced and predictive analytics, segmentation and classification help converting business problems into solutions. What you do will directly impact client’s growth, customer churn, increase efficiencies and predict customer demand.

About you.

We seek candidates with minimum of 5 years experience working on relevant real-world applications, with a minimum Masters degree in Analytics/Machine Learning or other related computer science program from a top program.

You will be leading teams that build solutions using tools such as Python, R, and Machine Learning frameworks that help converting business problems into solutions that may help clients maximise growth, reduce customer churn, increase efficiencies and predict customer demand.

Essential Skills

Fluency in Python, R, or SQL
Experience dealing with large unstructured data sets with multiple sources –
Hands on Machine Learning within a Business Context
Data Vizualisation experience. Using Tableau , Qlik or similar.
Strong Business Analysis experience
Big Data/Cloud technologies
Ability to present finding to C-level stakeholders
We are smart thinkers. We solve complex challenges and provide complete solutions for businesses, big and small. From design thinking, leading mobile apps, cloud and analytical insights, digital marketing, to web design. Arq Group is Australia’s leading digital partner.

#LifeatArq

Our people are our greatest asset. Curiosity is in our DNA. Courage is in our hearts. And collaboration is at our core. “Our Ways” set us apart from others in how we deliver to our customers and work together. From wellness programs, learning and development, social calendars to coffee machines, and more. We've got something for everyone to be themselves. Did we also mention how much fun it is to work with other Arqadians? And yes, it is true; we love what we do. Join Arq Group and find your space to (change).

At Arq Group, we unleash the possibilities between business and people.

#Infoready"	 - Melbourne VIC	Lead Data ScientistARQ Group3 reviews - Melbourne VICFull-time, Permanent	Lead Data Scientist
204	"JOB DESCRIPTION

 The chosen candidate will be a mature and reliable person, responsible for the following tasks:
 Market research, Company valuation, Economic/ Financial Analysis, Market Reviews, & Stock Market Valuations
 Attending brokers meeting and reporting back to colleagues accordingly
 Updating proprietary research database
 Preparation of Financial Analysis Summaries
 Writing reports to be published in the local media and on our website.
 Assisting the Capital Markets team as required.

REQUIREMENTS

 Be highly organised
 Have a passion for financial markets and trading
 Possess a Degree in Banking & Finance or equivalent in a related field
 Possess a CFA qualification or the desire to attempt such a qualification
 Have excellent communication and interpersonal skills.
 Have excellent writing skills and a very strong command of the English language"	 - Research VIC	Research AnalystSpotON Connections - Research VIC	Research Analyst
205	"A long-term contract opportunity for a Data Scientist - Government Project!
Long-term contract with an opportunity to convert into a permanent role
Exciting and unique nature of work
Melbourne CBD
About the role
This role is with one of the government organisations. It's a long-term contract with an opportunity for further extension or going on a permanent basis. It is a very exciting and unique project that would have a good impact on many Australians. You will be working with the latest technologies and with a highly experienced team. This role would involve you in developing predictive modelling.
About you
You are a Data Scientist with a few years of experience
You are proficient with R and Python
You are experienced working with complex data and visulization tools (Tableau, PowerBI or Excel)
A university degree is required (science, mathematics, computer science or economics field)
Ideally, you are available immediately or have a short notice period (but it could be negotiated for the right canddiate)
This is a great opportunity to get exposed to working on a very interesting and exciting government project with the latest technologies. Please apply for this role below or get in contact with Alisa Belova from Finite IT on 0396173911."	 - Melbourne VIC	Data ScientistFinite IT - Melbourne VICContract	Data Scientist
206	"Location: Sydney/Melbourne or offsite but in AEST timezone.

Our Data Science Immersive course is a life-changing educational experience where students leave with the skills and mindset to take on new careers in a wide variety of Data Science roles.

We are looking for instructors to lead this transformative experience through General Assembly's Data Science Immersive course.

Why Be a Part of the Data Science Immersive?
--------------------------------------------

If you are looking to make a life-changing impact by doing what you know and love, this is the position for you. Through this unparalleled opportunity, you will:


Deepen your own skills by guiding students through a rigorous journey where they begin as driven novices and leave as empowered data analysts and scientists
Contribute your own expertise to a deep and broad global curriculum maintained by a team of talented data science instructors across multiple industries
Facilitate a supportive and energetic community that lasts well beyond the course
Hone your own leadership skills by working with an instructional team and classroom community

As a member of the instructional team, you will not only impact the careers of your own students, but you'll also have a unique opportunity to shape the potential of students on a global scale through contributions to our global curriculum.

Skills and Qualifications
-------------------------


You have at least 12 months of professional data science experience.
You are an expert in SQL, Python, and related Python libraries (pandas, numpy).
You have domain expertise in statistics, mathematics, and probability.
You can build and apply statistical models in python using machine learning libraries, such as scikit-learn and statsmodels.
You have a deep understanding of statistical hypothesis testing and experimental design, data visualization techniques and tools (i.e. matplotlib, bokeh, etc), and manipulation of large data sets.
You can demonstrate and explain the function of machine learning algorithms such as regularized regression, naive bayes, decision trees, ensemble methods, KNN, K-means clustering, and neural networks
You are the person your colleagues naturally gravitate to when they are trying to figure something out.
You are eager to shape the skills, minds, and trajectories of the newest generation of data scientists.
Nice to haves:
You have proficiency with NLP python libraries such as NLTK; Hadoop or Apache Spark; D3.js or R.
You are on top of industry trends in big data, machine learning, deep learning, and AI.
You have previous data science or engineering teaching experience, through a course, workshop, team training, etc.

Responsibilities and Duties
---------------------------


Plan and implement a 12-week curriculum in conjunction with baseline materials and your local instructional team.
Deliver instruction 5 days a week, including teaching, advising, and content development.
Work closely with your instructional team to provide students with meaningful and prompt feedback on their progress.
Collaborate alongside GA staff in order to best meet the needs and learning styles of your students.
Guide students through the development of real world projects that will showcase their abilities to hiring managers.
Facilitate a dynamic and collaborative classroom community.
Inspire students to persevere through the challenges of learning complex subjects.
Contribute to the material and direction of an expanding global curriculum, ensuring the course remains cutting-edge and effective for students worldwide.

Who are we?
-----------

Since 2011, General Assembly has transformed tens of thousands of careers through pioneering, experiential education in today's most in-demand skills. As featured in The Economist, Wired, and The New York Times, GA offers training in web development, data, design, business, and more, both online and at campuses around the world. Our global professional community boasts 40,000 full- and part-time alumni — and counting.

In addition to fostering career growth for individuals, GA helps employers cultivate top tech talent and spur innovation by transforming their teams through strategic learning. More than 21,000 employees at elite companies worldwide have honed their digital fluency with our corporate training programs. GA has also been recognized as one of Deloitte's Technology Fast 500, and Fast Company has dubbed us leaders in World-Changing Ideas as well as the #1 Most Innovative Company in Education."	 - Melbourne VIC	Instructor Lead - Data Science Immersive (Full-time)General Assembly158 reviews - Melbourne VIC	Instructor Lead - Data Science Immersive (Full-time)
207	"Our client is an organisation that operates at the national level. They provide quality advice on industry related topics in the form of cabinet submissions and briefs to key stakeholders in the government at a state and federal level. Their vision is to enhance prosperity of the community through people. The organisation has key core values; team work, respect, accountability, integrity, trust and safety, which they instil into their employees and partners.


The Senior Policy & Research Analyst will be responsible for providing analysis and advice in relation to the development and implementation of effective industry policy reforms and contribute to preparing evidence-based policy reports and recommendations. The position will also assist in liaising with an extensive field of external stakeholders and organisations with an interest in or that are affected by the relevant reforms, to ensure they have effective input to the reform process. This successful candidate will work across two teams in the strategy and monitoring review team as well as in a micro specialisation team.


To be successful in this role you will have a strong background in generalist policy or specialist policy, which is matched by a relevant tertiary qualification. You are well regarded for your strong research skills and are able to read and understand various pieces of legislation. You have proven your writing capability which is coupled with your outstanding verbal skills. You have a passion for people which is demonstrated by your excellent interpersonal skills, that enables you to be a valuable team member. In order to meet project timelines, goals and deadlines, you have developed exceptional organisational skills and project management skills, which are second to none. You are diligent by nature and known for being reliable, consistent and producing high quality work. In terms of experience you have a strong understanding of Australia policy and reforms in a national/federal system, with knowledge of risk-based approaches to regulation.


To apply for this opportunity click on the ‘apply’ button or visit the Davidson website https://www.davidsonwp.com and search for the position title in the “Job Seekers” tab.

For further information, please call Louis Rogers-Ross on 03 9929 9544 from Davidson Executive & Boards."	 - Melbourne VIC	Senior Policy & Research AnalystDavidson Recruitment3 reviews - Melbourne VIC$110,000 - $150,000 a year - Permanent	Senior Policy & Research Analyst
208	"Join a leading Australian financial institution
Be part of a hybrid team - Data Engineers and Data Scientists
Full Time Role based in Melbourne CBD.

A leading Australian Financial Institution is currently seeking an experienced Data Scientist with previous experience as a Data Engineer, who is passionate and enthusiastic about data and how it can be used to build real value for the company. They are on a journey to create a hybrid data science and data engineering team, to bring the control of a structured data warehouse for corporate and regulatory reporting together with the fast evolving world of analytics.

Reporting to the Head of Data Science and Data Engineering, you will be collaborating with a team of highly skilled Data Engineers and Data Scientists to design high-quality data stores and analytical platforms to build advanced analytical models across the business.


Key Responsibilities

Address and solve complex business issues using large data sets
Develop advanced analytics model, including the preparation and reconciliation of data, feature engineering and creation of dashboard visualisations
Perform offline and online experiments, with a focus on the digital channels
Implement batch and streaming ETL (Extract, Transform, Load) processes
Engineer/Prototype/Industrialise data assets and platforms needed for analytics

Key Skills

Experience of SQL and NoSQL
Advanced Analytical Modelling in a business context (e.g. Machine Learning)
Technical experience in programming in Python, R and statistical packages (R, SAS)
Commercially and Tech curious
Experience in Data Engineering (highly advantageous)

This is an excellent opportunity to work in an agile environment to deliver high-quality analytical solutions, data assets, tools and insights.

For more information, please call Corrin on 03 8330 5003.
IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.

http://www.bluefinresources.com.au/privacy-policy"	 - Melbourne VIC	Data Scientist/EngineerBluefin Resources - Melbourne VIC	Data Scientist/Engineer
209	"Data Scientist | Melbourne CBD | Permanent
Exciting opportunity with a leading AXS listed fintech organisation
Chance to drive the company's Data Science capabilities
Competitive package
About the Company
The client is a leading Australian fintech based in Melbourne's CBD. They are looking to become more data-driven as a business. The organisation has a flat, agile organisation with a great working culture. The business is constantly innovating their products and they want to continue to deliver high quality outcomes for their customers.

About the Role
The Data Scientist will be trusted to set up and drive the organisation's Data Science function and capability. The Data Scientist is also responsible for deriving business insights from data and driving the business' capabilities. The role will involve interacting and working with stakeholders across the business and identifying business problems and strategic goals.

Required Experience and Knowledge:
Strong commercial experience with Python or R
An ability to liaise and consult with various senior stakeholders
Experience working with SQL
Experience setting up and driving a Data Science function is a bonus
How to Apply
Click APPLY or contact Zale Stobbs, Big Data, BI & Data Analytics Consultant on (03) 9982 8489 for a confidential discussion."	 - Melbourne VIC	Data ScientistFourQuarters - Melbourne VIC	Data Scientist
210	"Data Scientist with Big Data skills
Banking - Visa Provided
Singapore Based
We are looking for a Data Scientist to join the Big Data Analytics Centre for one of our banking clients based in Singapore.

You do not need to have working rights for Singapore. A working visa will be provided and is likely to take only one or two weeks to turn around.
The hiring manager wants a Data Scientist with Big Data skills and strong technical analytics skills with tools like SQL, R, Spark, Python, Hive and other Hadoop based languages.
The right person for this role needs to be passionate about data science, have strong data modeling skills and able to work on large data sets. You will be building predictive models and will have the freedom and flexibility to access large amounts of data.

This person will need to articulate insights to non-technical business people about the value of data in relation to their role. You will have regular stakeholder engagement and interaction with people across different business units.

An attractive salary package is on offer for this role and this is a collaborative, knowledge sharing working environment.
The ideal candidate will be passionate about analytics and data science. If you regularly attend meet-ups, work on kaggle competitions and / or continue to develop your skills in data science outside of working hours, then we want to hear from you.

SKILLS & EXPERIENCE

Strong programming skills
Statistics skills
Data modeling skills
Data query skills
Able to visualise data and present
Desirable to have skills in Machine Learning and / or Artificial Intelligence
Worked with SQL, R, Python, SAS, AWS Redshift, Tableau or other similar tools
Desirable to have Big Data skills in tools like Hadoop and Spark
Strong written and verbal communication skills
Strong stakeholder management skills
Passionate about data science
If the above sounds like you, please get in touch. We can wait for a notice period to be served and we are interviewing immediately.

For further information on this role or to confidentially apply, please contact Rik English on 02 8227 9200 or apply directly via the Apply for this job button. Only WORD FORMAT resumes will be accepted."	 - Melbourne VIC	Data Scientist - Big Data Skills - SingaporeEthos BeathChapman - Melbourne VIC	Data Scientist - Big Data Skills - Singapore
211	"About the Team
Our Insight and Data team helps our clients make better business decisions by transforming an ocean of data into streams of insight. Our clients are among Australia's top performing companies and they choose to partner with Capgemini for a very good reason - our exceptional people.
About the role
The Big Data Test Engineer will expand and optimise our clients' data and data pipeline architecture, as well as optimise their data flow and collection for cross functional teams. Your responsibilities include:


End-to-end testing of the Hadoop data lake solution including functional, system integration, regression, reconciliation and validation testing.
Write and execute simple and complex test cases in Big Data implementation.
Build a robust and efficient test framework for testing the ingestion, processing, transformation, storage and consumption layers in the Big Data architecture.
Assemble large, complex test data sets that meet functional / non-functional testing requirements.
Escalate key testing issues and provide feedback to the development team and other stakeholders.
Work with stakeholders including product owner, data engineers, architect and design teams to provide inputs to the testing processes in SIT and UAT in line with industry best practices.

About you
You will have the ability to optimise data systems and build them from the ground up. You will support software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.
Essential skills and experience


Proven working experience as Big Data engineer or tester for 2+ years.
Experience in test driven Big Data development and test automation.
Experience in testing the streaming technologies like NiFi, Kafka, etc. with industry standard Big data testing tools.
Ability to write and execute simple and complex test cases in Big Data implementation.
Experience in working on Big data technologies and concepts such as HDFS, Hive, NiFi, Spark, Spark streaming and NoSQL DB like HBase etc.
Experience in one or more of Java, Scala, Python and Shell Scripting.
Ability to work in team in diverse/ multiple stakeholder environment
Experience in working in a fast-paced Agile environment
Ability to interpret the development code and transformation logic to form valid test cases.
BS in Computer Science, Statistics, Informatics, Information Systems or another quantitative field

Preferable skills and experience


Experience in building testing framework for enterprise data lake is highly desirable
Hands on development in the areas of building data pipelines in NiFi, Kafka, Spark Streaming, etc.
Knowledge of CI/CD pipeline.

What we can offer you?
Capgemini is a world leader in technology enabled change. We can offer our consultants;


Formal training with industry recognized certifications
The ability to interact with peers in a sharing and inclusive community
Exciting and challenging projects
A well-structured and tailored career framework
A culture of collaboration and recognition
Excellent remuneration

About Capgemini
Capgemini is one of the world's foremost providers of consulting, technology, outsourcing services and local professional services. Present in over 40 countries with more than 180,000 people, the Capgemini Group helps its clients transform in order to improve their performance and competitive positioning.
Ranked among Ethisphere's 2018 Most Ethical Companies in the Word. Our seven values are at the heart of everything we do - Honesty, Boldness, Trust, Team Spirit, Freedom, Fun and Modesty.
If you believe you have “La Niaque” to go the extra mile, then apply by submitting your resume and cover letter.
Want to know more? To learn more about Capgemini and find out about what makes our people unique, log ontowww.capgemini.com.au
Proof of work entitlements and visa status will be required prior or at offer time. Successful applicants will be required to complete a Criminal Record and Reference checks prior to commencement of employment."	 - Melbourne VIC	Big Data Test EngineerCapgemini Australia5,907 reviews - Melbourne VICPermanent	Big Data Test Engineer
212	"Who we are
What do Airbnb, Kind and Salesforce have in common? They use Culture Amp every day to make their workplaces better and grow highly engaged employees. They also make up a community of nearly 2,000 organizations from around the globe who stand together to change the world of work.
With offices in Melbourne, San Francisco, New York, and London, Culture Amp isn’t just for fast-growing startups - we’re for every organization that wants to put culture first. By making it easy to collect, understand, and act on employee feedback, we enable People teams to make better decisions, demonstrate impact, and turn company culture into a competitive edge.
It’s what makes us the world’s leading employee feedback platform.

Your role at Culture Amp

Be the point person for deploying the theoretical algorithms and frameworks developed by Data Scientists into production-quality and operational code
Collaborate with our engineering team to design and deliver machine learning components
Participate in researching and prototyping of artificial intelligence and machine learning applications
Continuously explore opportunities to apply machine learning methods by gaining a deeper understanding of the data captured by the platform

What will you bring to Culture Amp

Strong software engineering techniques such as Object-Orientated Design and Test-Driven development
Experience with developing production-ready machine learning components using Python
Passionate about Machine Learning or Artificial Intelligence
Knowledge and interest in Big Data technologies, such as Spark, Hadoop/Hive, SQL, NoSQL
An understanding of microservices, Event Sourcing and CQRS is a plus

A few highlights from Culture Amp

What is a People Geek?
Our unique DIY approach to Learning & Development
What is Culture First?

If you’re excited by the opportunity to work in a fast growing start-up, where there’s plenty of opportunities to translate data and research into meaningful insights for our people geek community, please get in touch."	 - Melbourne VIC	Senior Machine Learning EngineerCulture Amp - Melbourne VIC	Senior Machine Learning Engineer
213	"Crunch data, uncover insights and create knowledge. Join InfoReady, part of Arq Group, where you can design and implement solutions that enable organisations to harness data for competitive advantage

What you get to do.
Working with many of Australia’s leading companies, you will deliver advanced and predictive analytics, segmentation and classification help converting business problems into solutions. What you do will directly impact client’s growth, customer churn, increase efficiencies and predict customer demand.

About you.
A data scientist with a mindset for data, strong communication, hacking & problem solving skills, the ability to showcase your insights to a non-technical audience. Combine that experience with building Python, R, and Machine Learning frameworks and either a Phd in a relevant field, or a Masters in Analytics, then we want to hear from you.
We are smart thinkers. We solve complex challenges and provide complete solutions for businesses, big and small. From design thinking, leading mobile apps, cloud and analytical insights, digital marketing, to web design. Arq Group is Australia’s leading digital partner.

#LifeatArq
Our people are our greatest asset. Curiosity is in our DNA. Courage is in our hearts. And collaboration is at our core. “Our Ways” set us apart from others in how we deliver to our customers and work together. From wellness programs, learning and development, social calendars to coffee machines, and more. We've got something for everyone to be themselves. Did we also mention how much fun it is to work with other Arqadians? And yes, it is true; we love what we do. Join Arq Group and find your space to (change).
At Arq Group, we unleash the possibilities between business and people.
#Infoready"	 - Melbourne VIC	Data ScientistArq Group3 reviews - Melbourne VIC	Data Scientist
214	"Our Data Science & AI Part Time course is a life-changing educational experience where students leave with the skills and mindset to take on new careers in a wide variety of Data Science & AI roles. Our students are passionate about data science, often career changers who are working full time in a similar or unrelated field.
We are looking for instructors to lead this transformative experience through Black Cat Data Data Science & AI Part Time course.

Why be an instructor of the Data Science & AI Part-Time course?
If you are looking to make a life-changing impact by doing what you know and love, this is the position for you. Through this unparalleled opportunity, you will:

Deepen your own skills by guiding students through a rigorous journey where they begin as driven beginners and leave as empowered data analysts and scientists.
Contribute your own expertise to a deep and broad curriculum
Facilitate a supportive and energetic community that lasts well beyond the course.
Hone your own leadership skills by working with an instructional team and classroom community.

As a member of the instructional team, you will not only impact the careers of your own students who are mostly changing careers, but you’ll also have a unique opportunity to shape the potential of students through contributions to Black Cat Data's community.

Skills and Qualifications

Must Have:
You have at least 2 years of professional data science experience.
You are an expert in SQL, Python, and related Python libraries (pandas, numpy).
You have domain expertise in statistics, mathematics, and probability.
You can build and apply statistical models in python using machine learning libraries, such as scikit-learn and statsmodels.
You have a deep understanding of statistical hypothesis testing and experimental design, data visualization techniques and tools (i.e. matplotlib, bokeh, etc), and manipulation of large data sets.
You can demonstrate and explain the function of machine learning algorithms such as regularized regression, naive bayes, decision trees, ensemble methods, KNN, K-means clustering, and neural networks.
You are the person your colleagues naturally gravitate to when they are trying to figure something out.
You are eager to shape the skills, minds, and trajectories of the newest generation of data scientists.

Nice to have:
You have proficiency with NLP python libraries such as NLTK; Hadoop or Apache Spark; D3.js or R.
You are on top of industry trends in big data, machine learning, deep learning, and AI.
You have previous data science or engineering teaching experience, through a course, workshop, team training, etc.
Relevant data professional certification.

Responsibilities and Duties

Plan and implement a part-time curriculum.
Deliver instruction up to 15 hours per week, including teaching, advising, and content development.
Work closely with your instructional team to provide students with meaningful and prompt feedback on their progress.
Collaborate alongside BCD staff in order to best meet the needs and learning styles of your students.
Guide students through the development of real world projects that will showcase their abilities to hiring managers.
Facilitate a dynamic and collaborative classroom community.
Inspire students to persevere through the challenges of learning complex subjects.
Contribute to the material and direction of an expanding global curriculum, ensuring the course remains cutting-edge and effective for students.

About Black Cat Data
Black Cat Data transforms careers and companies for a data-driven world.
With the rapid adoption of Information Technology, Big Data and Artificial Intelligence, the modern workforce and businesses must adapt in order to keep up and stay competitive.
We help businesses evolve to be data-driven with innovative solutions and industry partnerships. We help professionals build a data career in this high-growth industry through our scholarship programs and industry network."	 - Melbourne VIC	Associate Data Science & AI Instructor (Part-Time)Black Cat Data - Melbourne VICPart-time	Associate Data Science & AI Instructor (Part-Time)
215	"The Company

Robert Half Technology are working alongside a well reputable and established Insurance organisation in the CBD and we are currently looking for a talented Data Scientist to join our team on a permanent basis. Our client continue to grow across all areas of the business and this role has been created due to the expansion of the division. This role represents an exciting challenge and career opportunity for a Data Scientist to join our forward thinking client.

The Role

The Role of the Data Scientist will have the opportunity to make their mark using data led decision making and modelling to catalyse industry disuption. Aspects of the role include:

Proportion your role with Modelling, Research, Analysism Data Manipulation and Collaboration.

Work as a data expert and a quantitative researcher.

Translate unstructured, complex business problems into practical, powerful algorithmic solutions.

Be part of a highly innovative team working on interesting and difficult problems, leveraging cutting edge technology to build key data products.

Uncover fresh insights from disparate data sources and data mining

Spearheading machine learning projects on data that has never been touched by the organization.

About You

This is a hands-on position where you will be empowered to be very ambitious and bold, to solve challenging problems and have the potential to directly impact the future of the business. The role requires that you have experience in machine learning and data mining.

Your experience and skills should include most, if not all:
Ability to communicate complex quantitative analysis in a clear, precise and actionable manner

Practical experience using contemporary machine learning frameworks such as, scikit-learn, pytorch and tensorflow.

A proven track record in developing, innovating, and applying advanced algorithms to address practical problems and in building new analytical products of commercial value.

Experience in Python and/or R.

Experience in relational databases and SQL

Apply Today

Please send your resume by clicking on the apply button or for further information, contact our Melbourne office."	 - Melbourne VIC	Data Scientist - Market Leader - CBDRobert Half Australia6,883 reviews - Melbourne VIC$110,000 a year - Permanent	Data Scientist - Market Leader - CBD
216	"Play a key role in using advanced analytics to discover actionable insights
Join a fast paced, dynamic and agile team
Bring your passion for analytics that will lead to improving customer experiences

At NAB, we believe success comes from our people. We're committed to supporting your talent and skills through your career, as you help us build a culture that affects change for our customers - and for the community too.
NAB’s Analytics Hub exists to shift mindsets across the enterprise to empower and enable the analytics community to continually deliver the information and insights necessary to drive a world class customer experiences & market leading financial performance. This is achieved by:

Embedding analytics across NAB to drive a data driven culture so we can grow, attract & retain talent
Make it easier to perform high quality analytics & provide access to data, platform and tools
Enable experimentation to drive innovative solutions for our customers powered by analytics.

Reporting to the Manager, Delivery Analytics Experiments, the Data Scientist will collaborate with line of business stakeholders, leveraging NAB’s technology and data to conduct discovery activities, and deliver advanced analytic insights to improve customer experience and add shareholder value. You will work within cross functional experiment teams, conducting experiments using advanced analytics and machine learning techniques to discover actionable insights.

Further responsibilities include:
Working on analytic experiments in the Analytics Hub
Sharing knowledge and uplifting capabilities with analysts in the business
Thought leadership in the approach to analytics at the bank
Demonstrating value and benefit from advanced analytics to senior stakeholders

To be successful in the role you will have experience in some of the following technologies/disciplines:

Effective stakeholder management and capability to influence
Ability to understand and interpret problems
Predictive Modelling
Feature Engineering
Text Mining and Sentiment Analytics
Machine Learning
Teradata Aster/SQL MapReduce
Hadoop, MapReduce, Hive, Pig, Spark
SAS and SAS Visual Analytics
Python (NumPy, SciPy, etc)
Strong SQL skills using Oracle and Teradata

To be eligible to apply, you must be an Australian / New Zealand citizen or hold permanent residency status in Australia.

We embrace diversity of thought, style and working arrangements to ensure our workforce is representative of the community that we serve."	 - Melbourne VIC	Consultant, Data ScientistNational Australia Bank321 reviews - Melbourne VIC	Consultant, Data Scientist
217	"Data Scientist | Melbourne CBD | Permanent
Exciting opportunity with a leading AXS listed fintech organisation
Chance to drive the company's Data Science capabilities
Competitive package
About the Company
The client is a leading Australian fintech based in Melbourne's CBD. They are looking to become more data-driven as a business. The organisation has a flat, agile organisation with a great working culture. The business is constantly innovating their products and they want to continue to deliver high quality outcomes for their customers.

About the Role
The Data Scientist will be trusted to set up and drive the organisation's Data Science function and capability. The Data Scientist is also responsible for deriving business insights from data and driving the business' capabilities. The role will involve interacting and working with stakeholders across the business and identifying business problems and strategic goals.

Required Experience and Knowledge:
Strong commercial experience with Python or R
An ability to liaise and consult with various senior stakeholders
Experience working with SQL
Experience setting up and driving a Data Science function is a bonus
How to Apply
Click APPLY or contact Zale Stobbs, Big Data, BI & Data Analytics Consultant on (03) 9982 8489 for a confidential discussion."	 - Melbourne VIC	Data ScientistFourQuarters - Melbourne VIC	Data Scientist
218	"Unlock Your Career Potential: Technology at ADP. Do you enjoy exploring, identifying and inspiring the future of the workplace and the lives of millions of people? At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and more. We were first in our industry to offer a SaaS solution and continue to push the envelope utilizing the latest operating platforms to deliver the highly automated, intelligent and predictive solutions that are redefining what is possible. Named one of Forbes' ""Most Innovative Companies"" and one of Computerworld's ""100 Best Places to Work in IT"", we are committed to leading the way in product development and research, empowering you to bring to life the latest innovations that will forever change the way businesses manage their most vital asset, employees.

This position is responsible for designing user interfaces for SaaS solutions, with focus on mobile-first web applications. You will work with stakeholders, users and available analytics to map out user journeys and workflows and communicate design intent. In addition you will provides expertise to product owners and development team members and be forward thinking on current and future user interface design and implementation practices.
We strive for every interaction to be driven by our CORE values: Insightful Expertise, Integrity is Everything, Service Excellence, Inspiring Innovation, Each Person Counts, Results-Driven, & Social Responsibility.

RESPONSIBILITIES:
Influence the product User experience strategy by defining user personas and mapping out user journeys.
Facilitate workshops and user testing to elicit functional and non-functional requirements for user interfaces
Produce wireframes and prototypes that demonstrate intended design and user experience elements
Ensure change to product UI follow a consistent design and user experience for clients, and in line with global ADP design standards and guidelines.
Work with product owners to ensure the UX/UI requirements are captured in user stories.
Liaise with users, product owners and development teams members to ensure that designed user interfaces meet the target outcomes and quality standards.
Contribute to test strategies, plans and test cases for user interfaces - for functional and non-functional requirements.
Analyse usage of deployed solutions with the goal of improving the user experience over a period of time based on both quantitative and qualitative feedback.
Work within one or more product Scrum teams on a daily basis and be a key contributor to self-organisation and continuous improvement environment.
Identify and lead process, technology and cross-skilling initiatives to reduce number of issues in UI design and development.

QUALIFICATIONS REQUIRED:
Experience working within User Experience design in an SaaS and Agile/scrum product environment
Created prototypes of varying fidelity including wireframes, story boarding, user journey and work flows
Produced UI designs on time and to a quality standard.
Broad experience with using proprietary or open-source mock-up tools - Balsamiq, Sketch, InVision, Axure, etc.

PREFERRED QUALIFICATIONS: Preference will be given to candidates who have the following:
Experience working within User Experience design in an SaaS and Agile/scrum product environment
Created prototypes of varying fidelity including wireframes, story boarding, user journey and work flows
Produced UI designs on time and to a quality standard.
Broad experience with using proprietary or open-source mock-up tools - Balsamiq, Sketch, InVision, Axure, etc.

Software in the Cloud. Experts on the Ground:
ADP powers the working world with comprehensive solutions that drive business success. Consistently named one of the ""Most Admired Companies"" by FORTUNE® Magazine, and recognized by Forbes® as one of ""The World's Most Innovative Companies,"" ADP has over a half-million clients around the globe and 65 years of experience as one of the largest providers of human capital management solutions world-wide.
At ADP, we believe that diversity fuels innovation. ADP is committed to equal employment opportunities regardless of race, color, genetic information, creed, religion, sex, sexual orientation, gender identity, lawful alien status, national origin, age, marital status, or protected veteran status. We support an inclusive workplace where associates excel based on personal merit, qualifications, experience, ability, and job performance."	 - Mulgrave VIC	UX Designer IV-61263HADP4,356 reviews - Mulgrave VIC	UX Designer IV-61263H
219	"Data Scientist

The Data Scientist will collaborate with business stakeholders on discovery activities, and deliver advanced analytic insights to improve customer experience and add shareholder value. You will work within cross functional experiment teams, conducting experiments using advanced analytics and machine learning techniques to discover actionable insights.


What you’ll be doing…
Working on analytic experiments in the Analytics Hub
Sharing knowledge and uplifting capabilities with analysts in the business
Thought leadership in the approach to analytics
Demonstrating value and benefit from advanced analytics to senior stakeholders

What you will bring...
Effective stakeholder management and capability to influence
Ability to understand and interpret problems
Predictive Modelling
Feature Engineering
Text Mining and Sentiment Analytics
Machine Learning
Teradata Aster/SQL MapReduce
Hadoop, MapReduce, Hive, Pig, Spark
SAS and SAS Visual Analytics
Python (NumPy, SciPy, etc)
Strong SQL skills using Oracle and Teradata


What's in it for you?


This is a fast growing organisation with lots of career opportunities and the ability to earn an excellent package.
To learn more and have access to a more complete job description listing the full responsibilities, please apply by sending your CV via the big button below or contact Geraint for a confidential discussion on (03) 8637 7370."	 - Melbourne VIC	Data Science ConsultantXpand Group - Melbourne VIC$130,000 - $145,000 a year	Data Science Consultant
