	description	location	salary	title
423	"This role will be based in our QuantumBlack hub in Sydney Melbourne or Perth and you will work as part of McKinsey & Company, joining a highly collaborative team of exceptionally talented Data Scientists, Data Architects, and Engineers.
QuantumBlack helps companies use data to drive decisions. We combine business experience, expertise in large-scale data analysis and visualization, and advanced software engineering know-how to deliver results. From aerospace to finance to Formula One, we help companies prototype, develop, and deploy bespoke data science and data visualisation solutions to make better decisions.

Who You'll Work With
Our Consultant Data Engineers work closely with our clients and our Data Scientists in order to curate, transform and construct features which feed directly into our modelling approach.
This would be a hybrid client-facing/technical role using cutting edge technologies, whilst also being able to communicate complex intractable ideas to non-technical audiences. Gathering clear requirements is a key part of this role and will define the technical strategy the team employs on the study.
Our projects cover a wide range of industries and may expose you to problem areas such as: Disease epidemiology, athlete injury prediction or salesforce effectiveness optimisation and many more. In order to gain insight from previously ignored and unconnected data you will need to extract information from vast array of different data sources such as: Data Warehouses, SQL databases, legacy applications, unstructured data, documents, emails, APIs, Kafka endpoints and graph databases.
What You'll Do
Work with our clients to model their data landscape, obtain data extracts and define secure data exchange approaches
Acquire, ingest, and process data from multiple sources and systems into Big Data platforms
Understanding, assessing and mapping the data landscape.
Maintaining our Information Security standards on the engagement.
Collaborate with our data scientists to map data fields to hypotheses and curate, wrangle, and prepare data for use in their advanced analytical models
Defining the technology stack to be provisioned by our infrastructure team.
Building modular pipeline to construct features and modelling tables.
Use new and innovative techniques to deliver impact for our clients as well as internal R&D projects
Mentoring and developing junior Data Engineers on engagements
Requirements
Strong experience with at least two of the following technologies: Python, Scala, SQL, Java
Commercial client-facing project experience is beneficial, including working in close-knit teams
The ability to work across structured, semi-structured, and unstructured data, extracting information and identifying linkages across disparate data sets
Good experience in multiple database technologies such as:
Distributed Processing (Spark, Hadoop, EMR)
Traditional RDBMS (MS SQL Server, Oracle, MySQL, PostgreSQL)
MPP (AWS Redshift, Teradata)
NoSQL (MongoDB, DynamoDB, Cassandra, Neo4J, Titan)
A proven ability in clearly communicating complex solutions
Have a strong understanding of Information Security principles to ensure compliant handling and management of client data
Experience and interest in Cloud platforms such as: AWS, Azure, Goole Platform or Databricks
Strong experience in traditional data warehousing / ETL tools (Informatica, Talend, Pentaho, DataStage)
Exceptional attention to detail"	 - Sydney NSW	Data Engineer (Sydney)QuantumBlack - Sydney NSW	Data Engineer (Sydney)
424	"For over 15 years Quantium have combined the best of human and artificial intelligence to power possibilities for individuals, organisations, and society. Our solutions make sense of what has happened and what will, could or should be done to re-shape industries and societies around the needs of the people they serve.

We combine a diverse team of experts that spans actuaries, statisticians, data scientists, product leaders, strategy consultants, software engineers, delivery managers, industry experts, designers, and futurists – all dedicated to harnessing the power of data to drive transformational outcomes for our clients. We implement renowned data handling techniques, without which clients cannot fully realise the strategic and commercial value of their data.

We always go beyond mere data-led insight, into actionable commercial solutions that reshape businesses, categories and, at their very best, society at large. Quantium delivers ground-breaking solutions in data and technology. We develop, analyse and monetise datasets, generate insights, create decision support tools and embed automated decision engines. We bring all this to bear in Q, which powers everything we do.

The Growth Analytics Lead Analyst is a technical role (with a commercial element) to support the application of analytical solutions for new and innovative projects, product development, new markets expansion or securing and growing strategic clients, to accelerate the growth of Quantium. It will involve working closely with other members of the Growth Analytics team, client staff when working onsite, and members of the Product team in some cases.

Some international travel is likely to be required, with extended periods of working onsite at client offices sometimes being required.

The role offers the opportunity to develop a range of technical skills on cutting edge projects, and take on some commercial responsibilities.

Key responsibilities

Ownership of one or more substantial parts of a technical solution. Depending on complexity, this can be the data component or the model / algorithm. This will involve:
Designing the component
Checking whether it has been built correctly
Contributing to the build where necessary
Provide direction and guidance for less experienced team members. This can involve setting goals, helping them solve technical problems and reviewing outputs
Ownership of parts of the project management, which will involve project planning, running scrums and creating materials for stakeholder updates
Support business development activities
Key activities

Working in a team of analysts and data scientists to develop new analytical solutions
Can include all components from data checks and manipulation through to modelling and other advanced analytics
It is typically done in Spark / Scala or Teradata for data preparation and Spark / Scala or R for advanced analytics
Reviewing code, diagnostic output and methodologies of more junior members of the team
Developing slides or other materials to help communicate project outputs
Presentation of interim and / or final results to client
Handover, including documentation, of work to longer term owners (in some cases)
Projects typically consist of a small team of people (3-5) working on one task, with a mix of different skills and experience levels. Our projects almost always present us with problems that require statistical models or bespoke algorithms to solve.
Experience and education required

4+ years of hands-on experience in a highly technical analytics environment, carrying out data analytics or data science work
Tertiary qualifications in engineering, mathematics, actuarial studies, statistics, physics, or a similar discipline
Experience in designing technical solutions
Experience in Spark / Scala, R, modelling and unsupervised learning is desirable
Stakeholder and project management experience
Problem solving skills
Ability to pick up new tools and approaches quickly
What does success look like?

A successful Lead Analyst will be able to:
Design and build an appropriate end-to-end modelling / algorithm pipeline that can:
Extract and manipulate data
Build features
Train a model or run an algorithm
Assess results
Output scores / results
Identify warning signs which suggest that a different approach needs to be taken
Assess data validity and be able to summarise data issues
Allocate tasks to junior team members and review their work
Train junior team members in technical tasks
Communicate technical issues (be it with data or an algorithm) to senior team members
Act as a key point of contact for the client while working onsite when more experienced team members are offsite
Key business capabilities required:

Analytics and Modelling - Data Manipulation - Manipulate data effectively to improve its functional application, useability, interconnectivity, or quality

Analytics and Modelling - Method Application - Accurately and appropriately apply the specific method to meet the needs of the problem

Analytics and Modelling - Data Discovery - Ability to explore the availability, suitability and compatibility of available data and assess the viability of the project/product/partnership

Analytics and Modelling - Insight Generation - Convert information into meaningful, actionable recommendations for Quantium's clients and partners

Analytics and Modelling - Insight Visualisation - Represent information in a format designed to make explicit the value in the data, in an easily understandable and meaningful way for the audience

If you submit an application or expression of interest to The Quantium Group Pty Ltd, we may disclose your application or expression of interest on a confidential basis to our related companies, and joint venture companies, including Quantium Health Pty Limited. We will only make such disclosures for the purpose of considering your application or expression of interest and opportunities in those organisations."	 - Sydney NSW	Analytics Lead, Growth AnalyticsQuantium13 reviews - Sydney NSW	Analytics Lead, Growth Analytics
425	"Who we are

Tyro is Australia’s largest fintech and newest bank. We’re giving the business banking world a good shake up, with smart technology that save Australian businesses time and money.
We’re born different.
We don’t follow the easy path, we blaze our own unique trail.
And we want like-minded people who understand where we’re coming from and where we’re going.
When it comes to banks, lots of them say they’re different.
But Tyro really is different. We don’t do mortgages, personal loans, or investments. We’re all about business.
We may be new, but what we lack in heritage, we make up for with relentless determination and a focus on the future.
Our singular goal is to make life better for business owners with superior products and services that are simple and seamless so our customers, and our people, can keep blazing our own unique trail.

Tyro is on a journey to build a new data warehousing solution to help drive internal decision making. We have a diverse set of data sources used by different systems that we are going to unify in the cloud. The data warehouse will be used by a range of internal users from Finance, Risk, Product, Data Science and others. Along with the data warehousing work, the team is also working closely with the data science team to build and productionize machine learning models. We are looking for a strong data engineer to join the existing team, to help us avoid problems and pitfalls, and to shape the future of data at Tyro.
What you’ll be doing
Building a new analytics platform in AWS for data analytics and machine learning workloads
Working on the R&D of novel solutions to Tyro’s data problems as part of a cross functional team including engineers, data scientists and analysts
Writing well designed, testable, efficient code
Living a real agile experience and being in control of your fate; contributing to the continuous improvement of the team
Translating your technical skills to influence other engineers, product managers etc. to ensure the team understands the Tyro vision
What we are looking for
Experience with data streaming technologies (e.g. Kafka, Kinesis)
Experience with data processing technologies (e.g. Spark, Flink)
Experience with cloud platforms (e.g. AWS, GCP, Azure)
Experience with data warehouse design and development
Background in software development
Excellent communication skills
Interest in AI and machine learning
Why work for us

We're not just like every other bank. Tyro has always been a tech company at heart, but fostering a diverse and inclusive environment, and a passion for continuous learning has always been one of the most important parts of our company's culture.

Tyros are a highly collaborative mix of people. You will work closely with our awesome teams and individuals in engineering, product management, customer support, sales and other functions within the business. Everyone is committed to delivering great outcomes for our customers, and you will have the chance to change the face of banking for Australia businesses.

Our 400 strong team of Tyros, just like our customers, are the lifeblood of our business. We go to great lengths to ensure a positive and enjoyable employee experience for all. We offer some amazing employee benefits such as a generous training budget, regular training for professional and personal development, 16 weeks paid primary carers leave, 3 weeks paid secondary carers leave, annual team based volunteer day, 17.5% leave loading and not to mention our multiple craft beer kegs (selection of beers carefully selected by our beer connoisseurs), wide selection of wine, variety of snacks and a ping pong table, selection of board and video games and an awesome rooftop area for socialising, all available to be enjoyed.

Privacy and Submitting your Application
By proceeding to submit your application, you acknowledge that you have read and understood Tyro’s Privacy Policy (www.tyro.com/privacy-policy/) and Privacy Statement & Consent for Job Applicants (www.tyro.com/privacy-statement-job-applicants/) and consent to Tyro collecting, using, holding and disclosing your personal information in accordance with these policies."	 - Sydney NSW	Data EngineerTyro - Sydney NSW	Data Engineer
426	"For over 15 years Quantium have combined the best of human and artificial intelligence to power possibilities for individuals, organisations and society. Our solutions make sense of what has happened and what will, could or should be done to re-shape industries and societies around the needs of the people they serve.

This is an incredible opportunity for a motivated account manager to make the move into consulting with Australia’s leading analytics company. Our partnership with Woolworths means that we have un-paralelled access to customer behaviour data of over 10 million customers that we leverage to provide insights for Woolworths and FMCG supplier clients. Among Quantium’s growing portfolio of clients include some impressive blue-chip brands like Coca Cola Amatil, Mondelez, Reckitt Benckiser and Unilever.

The Role

This role sits within our driven, passionate and friendly FMCG team – we thrive within Quantium’s unique, fast-paced environment and we also know how to enjoy and celebrate our successes. This role will be based in Quantium’s rapidly growing head office in Sydney CBD with some travel required to client offices (normally 1 to 3 days per week depending on client’s needs).

In this role, you will be providing answers to key business questions around promotional activities, category range, marketing and overall strategy. You will have a flair for relationship management, an analytical mind, a thirst for understanding customers and thrive in an collaborative environment.

As part of your role, you will:

Manage and own relationships with our FMCG clients, understanding strategic business needs and delivering solutions through action orientated analytics
Collaborate with our team of technical analysts to use analytical tools and methods to interrogate Quantium data sets
Using a trusted advisor approach to drive uptake of Quantium’s analytical products to help clients make better decisions on range, promotional effectiveness and marketing e.g. Q.Checkout, Q.Shelf, Q.Shopper and Q.Promotions
Manage multiple projects and stakeholders
Identify commercial opportunities for FMCG and to maximise client’s return-on-investment


What we need to see from you

Approximately 2-4 years of experience (with relevant tertiary qualifications) within a related role leveraging data to generate insights that solve business problems
Experience within an FMCG / supermarket business in buying, sales, marketing, media or an account management related role
We will also consider candidates with similar experience in a consulting environment (FMCG industry experienced required)
Excellent client leadership capability and confident presentation skills
Knowledge and experience working with large data sets e.g. customer / shopper data
Ability to thrive in a fast paced and regularly changing environment, juggling multiple stakeholders and projects
Loves collaborating within a supportive and high performing environment
Experience managing both internal and external stakeholders


More about Quantium

As one of the world’s fully diversified data science and AI leaders we operate across every sector of the economy and we’re growing fast - with growth comes opportunity! We’re passionate about building out our team of smart, fun, diverse and motivated people.

We combine a team of experts that spans data scientists, actuaries, statisticians, business analysts, strategy consultants, engineers, technologists, programmers, product developers, and futurists – all dedicated to harnessing the power of data to drive transformational outcomes for our clients.

We actively foster a culture where our people can stretch themselves to reach their full potential. We also know that work has to work for you, and modern life is fast paced and balance can be tricky. You want to work where you are respected and valued as an individual, not a number. Quantium embraces a flexible and supportive environment dedicated to powering possibilities for our team members, clients and partners.

Quantium are an equal opportunity employer and value diversity. We are a multicultural team of various beliefs, sexual orientations and gender identities. We celebrate our diversity of race, religion, colour, national origin, gender, sexual orientation, age, marital status and disability status.

Please note, this role is not suitable for Graduates. If you are a graduate and you’d like information about our Graduate Academy please visit https://au.gradconnection.com/employers/quantium/about-us/"	 - Sydney NSW	FMCG Consultant - SydneyQuantium13 reviews - Sydney NSW	FMCG Consultant - Sydney
427	"The Role:
The Data & Analytics team at SAI Global are embarking on a series of strategic initiatives to deliver growth and add value to the business through enhanced capabilities in Data, Analytics and Reporting. To facilitate this growth, we are looking for a Data Scientist to join our Data & Analytics team in order to develop new data-driven and analytically enabled solutions, products and services.

In this role you will report to the Head of Data Science, and your focus will be on the development and acceleration of analytical modelling.

About you:
You will need to work successfully with data scientists, business stakeholders, product teams and potentially customers to understand their problems and challenges, and provide solutions to their data requirements. It is therefore critical that you have professional experience working in a commercial environment with multiple business units.

You will need to be able to:Facilitate and contribute to meetingsUnderstand commercial value and viability of solutionsDemonstrate examples of models that you have designed, developed,
 evaluated, optimised and deployedCommunicate the commercial value delivered from these models

Must have Technical Capabilities:Proficiency in developing statistical and predictive models in R,
 Python or ScalaProficiency in linear and non-linear regression modelling techniquesProficiency in classification models using a variety of modelling
 techniques such as Logistic Regression, Decision Trees, Random
 Forest, SVM and Neural Networks or similarProficiency in data reduction techniques such as Principle Components,
 dimensionality reductionProficiency in unsupervised modelling techniques including clustering,
 association analysisProficiency in Experimental Design including analysis of experimentsProficiency with Data Visualisation and Data Story tellingExperience in Time-Series modelling such as ARIMA, ETS, BSTS
 modellingUnderstanding of distributed computing principles including high
 performance compute and parallelisation of models

Experience:3-5 years of data science experience, working within an advanced
 analytics or data science team in a commercial organisationA Bachelor's degree in the relevant discipline; Data Science,
 Computer Science, Statistics, Mathematics, PhysicsMasters or PhD in these domains is highly desirableA proven track record of working collaboratively with different
 business units in a commercial organisation


To apply for this position click ‘Apply’ below.
At SAI Global, we help organizations proactively manage risk to achieve business excellence, growth, sustainability and ultimately, create trust.

Our integrated risk management solutions are a combination of world-class tech platforms, learning tools, and advisory services that operate across the entire lifecycle allowing businesses to focus on opportunities presented by uncertainty. Together, these tools and content services enable customers to develop a holistic, integrated view of risk.
SAI Global head office is located in Chicago. We employ more than 2,000 people across 29 countries and 51 locations across Europe, the Middle East, Africa, the Americas, Asia and the Pacific."	 - Sydney NSW	Data ScientistSAI Global38 reviews - Sydney NSW	Data Scientist
428	"Director – Data Science and Analytics
We see data as an unexpected frontier and a change to predict tomorrow. We are now looking for the new Director of Data Science & Analytics to have oversight of a team that builds capabilities throughout Optus.
The role
As Optus continues to push beyond telco, our focus on analytics has sharpened.
As the Director of Data Science & Analytics, you will:
Empower your team to create a customer-centric organisation, powered by digital, data and advanced analytics that delivers exceptional and cost-effective employee and customer experiences to drive profitable growth.
Provide oversight of a team that builds data science and analytics capabilities throughout the organisation through embedding data teams within business, training and evangelisation of the topic to business units.
Identify and work with partners in identifying new opportunities for data monetisation in the market.
Lead a reporting line of Data Analysts, Data Scientists and their leaders
Ensure the teams generate insights from statistical modelling activities to help realise the vision and value for data throughout Optus.
Act as a spokesperson for Optus in all facets of Data Science and Data Analytics, which will include but be limited to; Public events, In-house programs, promotion of Optus and the Data CoE through various mediums such as social media and digital publications


The perks
Optus is a place where we let you do you. We offer all kinds of benefits, such as:
Work collaboratively in an open, agile environment with flexible working hours and location
Discounts with over 400 companies Australia wide (Technology, Retail, Home, Fashion and more!)
Mobile & Internet discounts, Novated Car Leasing, and other Financial benefits
Onsite facilities at Macquarie Park such as a Gym, GP, Mini-Mart, Cafes
Training, Mentoring and further learning opportunities
Social events, social clubs and sports teams!
Regular visits by our various partners, such as mobile dentists, food trucks, charities, independent retailers and fruit vendors!
Staff busses to Epping and Wynyard, and back again


About you
You have a well known and established reputation in the Data Science and Analytics community and are well respected amongst your peers.
Other preferred skills and experience include:
Degree in Quantitative subjects such as Engineering, Mathematics or Economics
Proven experience managing a Data Science & Analytics function
A sheer passion for people leadership, management and growing talent and capability
Expertise and knowledge of tools such as SQL, Teradata, SAS, R or Hadoop
Strong working knowledge of databases, data warehouses and manipulating Big Data
Proven ability in segmentation methodologies and predictive modelling
Knowledge of Model building and feature engineering for machine learning
Ability to demonstrate a background in leadership, and growth of your teams and the capabilities within your teams
Knowledge of International standards and practices within Data Science & Data Analytics is highly desirable


About us
At Optus, we don’t sit back and let the future happen to us – we’re out there making it. By expanding into new technology and relentlessly improving every day, we’re working to create a better tomorrow for all Australians.

Optus believes in the strength of a vibrant, diverse and inclusive workforce where backgrounds, perspectives and life experiences of our people help us innovate and create strong connections with our customers.

Heads Up!
Due to the fast paced nature of our business, vacancy close dates may change, so make sure you apply today!"	 - Sydney NSW	Director - Data Science & AnalyticsOptus155 reviews - Sydney NSW	Director - Data Science & Analytics
429	"The opportunity
This is a great opportunity for data science consultant to join a consulting firm that offers a variety of projects and a structured learning and development path. You will work alongside a talented team of consultants who all share your passion in building great solutions and learning new skills.

About You:
Skills in Data Engineering and Machine Learning: As a data science consultant you will have proficiency in one or more of Python, R, Scala, Matlab/Octave, Java, C/C++, Go, Javascript, Clojure etc. You will also have either hands on experience or good knowledge of the one of the following concepts such as supervised learning, unsupervised learning, reinforcement learning, deep learning, feature engineering, natural language processing, computer vision, signal processing etc. Other skills and experience that will be highly regarded are the likes of big data ecosystem technologies (e.g. Spark, Kafka), deep learning frameworks (e.g. TensorFlow, PyTorch, Keras), application and system engineering technologies (Kubernetes, Docker etc). Any experience with AWS, Google Cloud Platform or Azure is highly desirable but not mandatory

A desire to learn emerging technologies in Data and Analytics: You have a desire to learn and acquire new skills including deep learning, big data technologies, high performance computing infrastructure etc.

Team player: You like being part of high performing teams and like sharing your knowledge with your peers
Join one of Australia's leading technology professional services firm. We are looking for outstanding Data Engineers to join our team.

About Us
We are a professional services firm that puts our people at the heart of our strategy. We help customers challenge status quo by working with them on implementing new and emerging technologies whilst enabling our consultants to continue to learn and acquire new skills. Our business is structured across four key practices:
Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics
Customer Engagement - Marketing Campaigns, Campaign Analysis, Customer Insights
Digital - Full stack Development, UI/UX Design, Mobile Development
Cloud & Technology - Cloud Services (AWS, Azure, Google Cloud Platform), Managed Services
As a result of our rapid growth in our Data and Analytics business, we have opportunities available at all levels in our Sydney office.

What you can expect:
Learning & Development: As a naturally curious individual, you will have many opportunities to develop your technical and consulting skills. We run internal training on a weekly basis (knowledge sharing sessions, focus groups and our own Toastmasters Club!) as well as encourage and sponsor certifications.
Variety of projects: As a consultant, you will have the opportunity to work across multiple projects across our client base significantly increasing your skills and exposure in the industry.
Career progression: As a consulting firm, our leadership team is continually looking for technologists who want to develop their careers as people leaders and as senior advisors. You will have an opportunity to build your consulting skills as part of our team.

If this is you, please send us your CV and a cover letter outlining how you meet our selection criteria for your application to be considered."	 - Sydney NSW	Machine Learning ConsultantServian - Sydney NSWPermanent	Machine Learning Consultant
430	"The Company
Diligent is the leading provider of secure corporate governance and collaboration solutions for boards and senior executives. Over 12,000 clients in more than 90 countries and on all seven continents rely on Diligent for secure distribution of board materials, secure messaging, integrated compliance, board evaluation and entity management. Diligent’s Governance Cloud is the only solution that meets the evolving governance needs of leading organizations. Visit diligent.com or follow us on Twitter @diligentHQ to learn more.

Position Overview
The Research Analyst will conduct in-depth governance practice analysis and research across multiple industry sectors including analysis of financial statements, executive pay practices, corporate events and activities.

Key Responsibilities Include:
Collect governance information from disclosures, as well as other sources and create relevant news alerts.
Provide relevant market assessment, industry, trends and factors, which affect governance practices, corporate board and investors’ risk management, engagement and decision-making process.
Maintain and improve the quality of the universe covered.
Collaborate with team on client requests and projects.
Use key insights and data to write thought leadership articles.
Performs additional duties as need arises.

Required Experience/Skills:
Bachelor's degree in Finance, Business and/or Economics or relevant field.
Knowledge of global financial markets and an affinity for good corporate governance.
Experience in corporate governance research
Strong data management and analytical skills with a passion for research, including the ability to discern detailed documents and analyse annual reports including financial statements.
Strong writing and verbal skills including the ability to organize, interpret, and summarize large amounts of information into concise and simple text.
Ability to work independently and make decisions under pressure.
Able to manage a high volume and fast-paced workload.
Ability to identify and assess key drivers and trends for governance practices.
Eager to learn and willing to go the extra mile.
Excels in a team environment and is proactive, collaborative and collegial.
Flexible, driven and with strong communication and interpersonal skills.
Excellent practical knowledge of MS Excel and MS PowerPoint

Diligent offers a strong compensation and comprehensive benefits package."	 - Sydney NSW	Research AnalystDiligent26 reviews - Sydney NSW	Research Analyst
431	CRU’s market leading Consulting team is looking to add a talented and motivated individual to their team.CRU Consulting can offer the opportunity to use your economic skills to analyse the economic trends of the commodity markets on a daily basis.You will be responsible for basic market research in the Consulting team. Using CRU’s models and methodologies you will analyse market fundamentals, forecast and communicate your views in written form. Moreover, you will work closely with product editors and regional market experts as well as senior researchers on developing and improving CRU’s models, whilst also contributing to process development and data management initiatives.You will be expected to meet the needs of customer requirements through speaking with customers about the current state of the market, working with colleagues across our global offices and conducting primary research across a range of product areas to ensure high quality reports.For the right person, a role within CRU Consulting will provide the opportunity to become part of a dynamic, supportive and truly international team.Essential Criteria- Undergraduate degree in Economics, Engineering or in a similar field.- Fluent written and spoken EnglishDesirable Criteria- An interest in working with commodities- Masters in Economics- Strong quantitative background and a creative thinker based on a robust approach to data/modelling- Goal-oriented, with a high level of energy and enthusiasm; able to operate efficiently, effectively and professionally within a fast paced, dynamic and results driven business environment- A strong commercial awareness and an analytical mind-set with the ability to quickly understand the intricacies and complexities of the economics and data that drive CRU’s business- Ability to construct a compelling narrative and have the confidence to express and defend position clearly- Excellent IT skills including the use of MS Office (Word, PowerPoint, Outlook)- Aptitude to learn new systems; experience with statistical software (such as R, eviews or matlab) will be an advantageJob Type: Full-time	 - Sydney NSW	Research AnalystCRU International Australia - Sydney NSW	Research Analyst
432	You remember how to roll up your sleeves and craft data joins in SQL, but you've invested time in learning R, and Python is your friend. You know Hadoop isn't the only approach and you're happiest getting behind the GUI into the real data to uncover the stories.Isn't it about time you took advantage of the benefits from all that knowledge?Our client is looking for data polyglots who enjoy solving complex problems; not the kind you can come to with a canned response, the ones where you really need to use your skills.With some of the biggest names in Australia and around the world throwing their most pressing problems at our client they need curious guides - but they only take the best.Getting in isn't easy, but if it was, it wouldn't be the right place for you.Prove yourself and you can build a team behind you to grow your own patch. The opportunities truly are what you make them.With Udemy on tap, and weekly internal led training sessions, you'll be joining a group of like-minded people who are capable of understanding you when you get on your high horse about relevance over recency (or the other way around).Currently our client has four areas of practice, you can join one these and then explain to them what they need to build another:Data & Analytics - BI/DW, Big Data Analytics, Data Engineering, Data Science and Advanced AnalyticsCustomer Engagement - Marketing Campaigns, Campaign Analysis, Customer InsightsDigital - Full stack Development, UI/UX Design, Mobile DevelopmentCloud & Technology - Cloud Services (AWS, Azure, Google Cloud Platform), Managed ServicesWe're not worried about levels at the moment, if you've got the skills there's a place for you.SEO stuff because you know we need to have it in here;Data engineerData scientistData ConsultantJava, Scala, Python, HadoopApache Spark, Kafka, Hive, Airflow, NiFiAWS, Google Cloud Platform or Azure is helpful but not mandatoryJob Types: Full-time, PermanentExperience:data consulting: 3 years (Preferred)	 - Sydney NSW	Senior Data ConsultantKloudPPL - Sydney NSWFull-time, Permanent	Senior Data Consultant
433	"A leading high-frequency proprietary fund based seeks a stand-out senior quantitative analyst to join their Sydney team.
You will have experience in researching and trading futures products across medium or high frequency strategies with experience in statistical arbitrage, market microstructure and statistical analysis of large datasets.
This fund has a highly experienced management but run a flat and fully collaborative set up. A core part of my clients’ culture is to share profits with people who are responsible for their generation and as such this will be a highly lucrative position.
Position Description:
You will have experience in researching and trading futures products across medium or high frequency strategies with experience in statistical arbitrage, market microstructure and statistical analysis of large datasets.
Requirements
Candidates should have:
Minimum 3 years of experience working in futures products (high/mid freq)
Knowledge of Stat arb trading strategy
Experience in market microstructure
Experience in cleansing large data sets
Programming knowledge in object oriented languages and statistical analysis programs
For further information on this and similar opportunities contact Cameron Marett on +61280 748 662 or alternatively e-mail Cameron.Marett@GQRGM.com"	 - Sydney NSW	Hi-Freq Quantitative AnalystGQR - Sydney NSWFull-time, Permanent	Hi-Freq Quantitative Analyst
434	"Job Description:About IntellifyIntellify is a data science and machine learning consultancy who helps our customers to increase their growth, operate more efficiently and build competitive advantage. Our team consists of leading data scientists, machine learning engineers and consultants that extensively use advanced (statistical) machine learning and optimisation techniques to create state-of-the-art solutions for business. As an emerging AWS consulting partner, we have the ability to scale our solution to any needs through their cloud platform.About the OpportunityAs we are growing at a rapid speed, we are seeking a senior full-time data scientist/machine learning engineer who has extensive experience in data science, machine learning and/or statistical modelling as well as programming. As part of this role, you will supervise and manage junior data scientists, and work on development to build data science solutions using a combination of the latest technologies and business strategies.With a startup culture and applying cutting-edge technology to real-world business problems, you have the opportunity to drive impact at some of Australia’s leading startups and enterprises as well as to learn and grow within a team of like-minded data scientists. Our client problems have ranged from pricing, inventory and workforce optimisation to computer vision applied to radar data for predictive maintenance. The work is varied and challenging, and will require someone who is dynamic in their thinking as well as willing to explore and try new ideas.Being a senior data scientist at Intellify you are charged with both being a mentor and learning from fellow specialist data scientists in an ever evolving and improving atmosphere. We want to see you thrive professionally and personally as we create a leading data science, machine learning and AI company of the future.What we offerThis is a full-time permanent role. This role will provide a unique opportunity to work in a collaborative team and learn from experienced data scientists, so you can advance your knowledge and get hands-on experience with state-of-the-art machine learning methods. Our salaries are competitive, and we offer flexible working hours. We also believe great data science comes from great teams, so invest continuously in upskilling and cross-training our data scientists, with lunch & learn sessions, training courses and certifications, and an opportunity to be a core part of our data science and machine learning communities. Furthermore, we offer the following:1) 10 x paid days of professional development per year (attend/ speak @ conferences, undertake courses and certifications)2) $2,200 Toolkit allowance to go out and buy your own tech3) Profit sharing4) Work with high-profile clients5) A defined career path with your 1-1 mentor6) Great team culture7) Have an impact in a small team where there is no politics8) Flexible & inclusive work-environment9) Work closely with AWS using cutting edge cloud technologiesRequired Skills: A computer science, robotics, maths, statistics, physics or related degree (graduated Bachelors, MSc, PhD or last year MSc/PhD student)5+ years of applied industry machine learning, optimisation and/or statistics experienceStrong Python or R programming experience and related data science libraries (such as scikit-learn, Pandas, Tensorflow/Keras)Strong SQL database and code versioning (e.g., Git) skillsGood software engineering principlesProject management / team management experienceExperience with data visualisation tools or frameworks i.e. tableau, D3.js, ggplot2 etc.Desirable skills: Knowledge or experience of software engineering practicesKnowledge or experience on time series/product forecasting/recommender systemsKnowledge of deep learning/neural networksExperience working with web development technologiesExperience working with cloud technologies i.e. AWS / Microsoft / Google Cloud.Portfolio evidence of your previous work is appreciated (i.e. blog, github repository, conference presentations etc).How to ApplyIf you wish to take the next step in your career working and learning with the best in an innovative data science company, please click on ""Apply now"" and include:Your CVYour portfolio of projects (eg GitHub, blog site etc)Desired salaryYour availabilityBrief details (3-4 sentences) of either:A machine learning or data science project you have developed or delivered previously; orPrevious team leadership experience, where you worked with a team to deliver a project.We are looking forward to hearing from you.*** STRICTLY NO AGENCIES ***Please note that our Company Policy dictates direct recruitment only.Job Types: Full-time, Part-timeSalary: $120,000.00 to $160,000.00 /yearExperience:machine learning, optimisation and/or statistics: 3 years (Required)"	 - Sydney NSW	Senior Data Scientist/ Machine learning engineerIntellify - Sydney NSW$120,000 - $160,000 a year - Full-time, Part-time	Senior Data Scientist/ Machine learning engineer
