	description	location	salary	title
770	"At Ferrero, we strive to keep learning and growing as our business grows. Our continued growth presents exciting challenges for our people alongside opportunities for further career development.
We currently have an exciting opportunity for a proactive Commercial Financial Analyst to join our Finance Controlling Team. Reporting to the Financial Controller BU, you will support in all activities focusing on the Business Unit. You will also be responsible for the below activities.

Support the Financial Controller in the preparation of the annual Budget, annual Forecasts and the annual Strategic Plan for Profit & Loss from Gross Sales through to Operating result.
Collaborate with internal departments to improve their business decisions by providing them analysis and insights on sku profitability.
Continually review processes used within the business, provide recommendations for improvement to ensure integrity of financial data.
Monitor the performance of the Business Unit and provide insights in overheads and supply chain costs to internal stakeholders.
Supervise the preparation and submission of the weekly commercial sales and report them to the BU and corporate reporting for Head Office.
Perform product costing for the Business Unit and assist in the setting up of all new items through the Financial Year
Prepare routine reports as required by the business providing analysis and insight related to business and category performance
Organise system management to ensure integrity of data and proper architecture within systems used in reporting function
Assist the Financial Controller with ad-hoc financial requests and analysis.

Skills and Competencies:
Minimum 3 years’ experience in FMCG
Accounting/Financial or equivalent degree
Business Acumen
Initiative
Result Oriented
Problem Solving
Strong Communication and Influencing skills
Accuracy and Attention to detail
Excellent Interpersonal Skills
Strong analytical skills
Ability to work under pressure
Excel Advance
SAP and Hyperion system knowledge are desirable
Expression of Interest close by Monday 15th of May 2018"	 - Sydney NSW	Commercial Financial AnalystFerrero434 reviews - Sydney NSW	Commercial Financial Analyst
771	"For over 15 years Quantium have combined the best of human and artificial intelligence to power possibilities for individuals, organisations and society. Our solutions make sense of what has happened and what will, could or should be done to re-shape industries and societies around the needs of the people they serve.

Q checkout is a self-serve insight portal, giving Retailers and FMCG Suppliers access to customer understanding across their business. Its action-focused questions help to drive customer and category strategies across range, price, promotions and performance diagnostics. Q checkout gives product, brand and marketing managers a 360° view of their customer, to understand who they are, when they shop, what their needs are, and how they can grow their business.

 Work with a team that is constantly pushing the boundaries with both the latest technology and market leading analytics as complex metrics are made available to users instantaneously on the largest Retail dataset in Australia. Q checkout is hosted on Quantium’s Hadoop big data platform allowing users to instantaneously browse actionable insights and make data driven decisions in real time.

Working with the support of Product and Delivery Managers this role will provide business analysis and testing support to a cross-functional agile squads (~5-10 people). This role will shape the future direction of key features within Q checkout in order to meet substantial growth and revenue targets. This is a unique opportunity to work with a talented team utilising the latest technologies to shape the future of Quantium's flagship product.

 As the Business Analyst you will be responsible for discovering, communicating and solving the underlying business needs that Q checkout will address, through close collaboration with users and product stakeholders. The Business Analyst is also responsible for organising and articulating clear, concise functional requirements to delivery teams and verifying these requirements have been successfully implemented.

Key responsibilities

Facilitating user focused workshops that solicit unambiguous user problem statements and valuable product insights
Articulate business problems by decomposing them into manageable and structured components
Designing solutions and features that solve business problems and satisfy user needs
Documenting and communicating functional requirements to UX SMEs, analysts and software engineers working in cross functional delivery teams
Key activities

Preparing materials and activities for user focussed workshops and user interviews
Running user focussed workshops and capturing insights and outcomes
Working with product leads and industry SMEs to design valuable products that solve business needs and problems
Decomposing product features into functional requirements, non-functional requirements, business rules, data flows, and constraints
Supporting a product lead with preparing, grooming and influencing their product backlog
Defining acceptance criteria that unambiguously define the scope of functionality
Gathering users (internal and external) feedback and combined with usage metrics developing actionable insights
Sharing product knowledge with the delivery, operation, support and sales teams
Experience and education required

3+ years hands-on experience in digital / software projects that have employed Agile / Lean techniques and methodologies
Experience applying business analysis techniques in projects delivering data transformation, business intelligence and reporting
Strong academic background – computer science, engineering, maths and statistics all highly regarded
Excellent written and verbal communication skills with a tenacious, resilient, resourceful and collaborative approach to delivery
High competency with issue / task management systems (e.g. JIRA) and team collaboration software (e.g. Confluence)
Ability to engage with internal and external stakeholders at all levels (client side, users, product leads, developers and subject matter experts)
As one of the world’s fully diversified data science and AI leaders we operate across every sector of the economy and we’re growing fast - with growth comes opportunity! We’re passionate about building out our team of smart, fun, diverse and motivated people.

We combine a team of experts that spans data scientists, actuaries, statisticians, business analysts, strategy consultants, engineers, technologists, programmers, product developers, and futurists – all dedicated to harnessing the power of data to drive transformational outcomes for our clients.

We actively foster a culture where our people can stretch themselves to reach their full potential. We also know that work has to work for you, and modern life is fast paced and balance can be tricky. You want to work where you are respected and valued as an individual, not a number. Quantium embraces a flexible and supportive environment dedicated to powering possibilities for our team members, clients and partners.

Quantium are an equal opportunity employer and value diversity. We are a multicultural team of various beliefs, sexual orientations and gender identities. We celebrate our diversity of race, religion, colour, national origin, gender, sexual orientation, age, marital status and disability status.

Please note, this role is not suitable for Graduates. If you are a graduate and you’d like information about our Graduate Academy please visit https://au.gradconnection.com/employers/quantium/about-us/

If you submit an application or expression of interest to The Quantium Group Pty Ltd, we may disclose your application or expression of interest on a confidential basis to our related companies, and joint venture companies, including Quantium Health Pty Limited. We will only make such disclosures for the purpose of considering your application or expression of interest and opportunities in those organisations."	 - Sydney NSW	Agile Business AnalystQuantium13 reviews - Sydney NSW	Agile Business Analyst
772	"Job Description
Are you passionate about leveraging data to deliver actionable insight that impacts daily business decision of Amazon? Does the prospect of dealing with massive volume of data excite you?

Amazon is seeking an outstanding Business Analyst to join Amazon Australia’s operations team, in transportation. Our team is responsible for planning & execution of Amazon’s transportation network in Australia. Amazon has culture of data-driven decision-making, and demands business intelligence that is timely, accurate, and actionable. During our day to day operations, tons of data is generated which is leveraged to make important business decisions.

Our ideal candidate thrives in a fast-paced environment, relishes working with large transactional volumes and big data, enjoys the challenge of highly complex business contexts (that are typically being defined in real-time), and, above all else, is a passionate about data and analytics.

As a Business Analyst, this individual will be developing SQL/ETL queries, accessing data warehouse, creating automated reports through macros, and creating relevant KPIs and metrics for performance of transportation and supply chain operations. This role will publish daily/weekly/monthly performance reports as needed; and will give us business insights based upon data to further improve our operations.

A successful candidate knows and loves working with business intelligence tools, is comfortable accessing and working with big data from multiple sources, and passionately partners with the business to identify strategic opportunities to deliver results. This individual must have an internal drive to answer “why?” questions, excellent analytical abilities, strong technical skills, as well as superior written and verbal communication skills. S/he will be a self-starter, comfortable with ambiguity, able to think big (while paying careful attention to detail), and enjoy working in a fast-paced dynamic environment.

Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build.

Basic Qualifications
Bachelor’s degree in technical field
Experience working in SQL and writing queries
Experience with developing reports from Tableau preferred
Proficient in MS Excel (macros, pivot tables, vlookups, hlookups, etc.)
Should understand business context and creating KPIs/Metrics as per business needs
Excellent communication skills in English
Preferred Qualifications
Work experience in Transportation environment
Knowledge of statistical programming language (e.g., Python, R, etc.)
Master’s degree in Computer Science or related technical field"	 - Sydney NSW	Business AnalystAmazon.com27,965 reviews - Sydney NSW	Business Analyst
773	"Step into our world and discover a nationwide family united by passion and imagination.
At oOh!, we’re proud collaborators, which means we have the confidence to explore new territories because we will always explore together. We experiment with cutting edge technology, test the bounds of our creativity, and lead our industry down exciting new paths.
And when we do that well, we celebrate it!
We are committed to our employees having a big impact in their roles, creating bold dreams and connecting deeply with us and our business.
Here's what you'll be able to say you accomplished in your 12 months...
I've taken the time to understand each business entity including their people and cost structure in order to provide exceptional financial guidance & insight
I've partnered successfully with key business divisions and people to best identify cost synergies
I've helped to implement a successful integration program in accordance with key business goals and objectives
I've found opportunistic synergies across the business through my proactive working approach
I've provided support & expertise to ensure all 2019/ 2020 budgeting, planning and reporting activities are complete on time and to a high level of accuracy
Here's how you'll know your skills and experience will connect with this role...
You've had prior experience within a consultative and/ or decision support role within an ASX listed organisation
You demonstrate strong analytical, technical and data management skills
You thrive in a fast paced environment and possess the agility to adapt to new environments quickly
You pride yourself in excellent communication abilities and business partnering is an essential part of your work
You're inquisitive by nature and apply critical and problem solving thinking to your work
You're technically savvy across excel with exposure to Power BI and DCF modelling
In return…
You have the creativity to own your role and put your own stamp on it
You leverage the tools provided to be successful in your role
You make the most of sharing your ideas and contributing to our innovation
You form friendships with your peers and leader
The ability to learn from some of the best in our industry
You help us be better tomorrow than we were today
You are your best self and your whole self when at oOh!
If you’re curious, brave, and ready to leap into a career like no other, we’re ready to open our doors to you. Apply now.
If this isn’t the right role for you, we’d also love for you to be part of our Talent Community so you can be the first in line to be considered when a new opportunity comes up
#LI-SB1

Video"	 - North Sydney NSW	Financial Analyst (Business Integration) - 12 month contractoOh! - North Sydney NSWFull-time, Contract	Financial Analyst (Business Integration) - 12 month contract
774	"THE ICONIC is a truly unique brand. We entered the market in 2011 with the vision of defining the future of fashion retail. Since then we have created a brand known throughout Australia by connecting 20-35yr old shoppers with the best fashion and sports product through the most inspiring and rewarding shopping experience.

THE ICONIC stands for benchmark-setting experiences (3HR delivery, access to over 700 top brands, market-leading shopping app), for impassioned communities (connecting Australians fashion and sports lovers through digital innovation), and for our love of the newest in fashion from our 700+ leading local and international brands. We want to inspire Australians and New Zealanders to constantly explore new sides of their identity, and have a whole lot of fun doing it.


""We Dream Big"" – You will challenge the status quo, bringing passion, innovation and creativity to the wider ICONIC team.
""We Are True to our Customers"" – You will be inherently passionate about customer impact, both external and internal customers, and will constantly challenge yourself and the team to deliver more customer value
""We Get Things Done"" – You do not want to work in a cumbersome organisation, you want to work in an agile high-growth company. You lead with the right balance of planning and pragmatism.
""We are Stronger Together"" - You will be part of an experienced team working collaboratively to inspire the broader organisation towards a united vision.

About the Role

The Analytics Team is an integral part of THE ICONIC team and is essential to enable a data-driven decision making culture. Analytics team sits at the cross-roads of various departments ranging from Category Management (Buying & Planning), Finance, Customer Service, Marketing & Fulfilment Centre. It is an exciting place to be and allows us to provide unique insights about the business, its environment and the marketplace. As a predictor and forecaster of the future, it also is undoubtedly a valued and significant role.

We are looking for an experienced Data Scientist to work across several business areas including Recommendations, Customer Profiling, Forecasting and Optimisation. You will be part of a highly innovative team working on interesting and difficult problems, leveraging cutting edge technology to build solutions and customer facing products. Your work will have a direct impact on shaping the future of how customers shop at THE ICONIC, and will help shape key business decisions and activities. The ideal candidate will have a strong quantitative or technical background with experience working with large datasets and solving tough problems. You will be a highly intelligent self-starter, with a bias towards action and attention to detail, reporting to the Head of Data Science and Analytics.

Who are we looking for?

A senior and well experienced Data Science practitioner with at least 6+ years of experience, who has done their time in the dark deep mines of data, built algorithms, guided teams and more importantly has a passion for managing and enabling people.

What will you be doing?

At The Iconic, we'd like to think of our Data Science as doing all of these three functions. Each aspect broadly covers your day to day work, as well as how it serves the company needs. These three pillar serve to act as the basis of a continuous evaluation.

BUILD


Design and build some of the most novel yet extremely practical/actionable algorithms and data science applications - e.g. Real time personalisation, sku assortment algorithms
Redesign robust forecasting and predictive techniques to be able to get a closer-to-reality version of the future - e.g. Returns Forecasting, Propensity and churn models
Inculcate a Developer mindset to the application of data science in everyday business by practicing and preaching a reproducible, defensible and accuracy-driven approach

MEASURE


Identify automated and smarter ways of measuring changes in key metrics across the business along with a preemptive ""why"" to justify those changes - e.g. increase in app $
Enable the larger business and also other analysts to think of easier and more efficient ways of measuring success and being more experimental - e.g. generalising A/B Testing
Seek out and validate opportunities for new business growth by overlaying macro/external indicators on the top of our immense and rich in-house datasets

LEARN/TEACH


Translate math to business in an effective fashion, so as to enable key stakeholders to make quicker and accurate decisions without being bogged down by numbers/graphs
Train and guide junior analysts to upskill and enable them to work on more comprehensive and finer analysis, and lightening their workloads
Be able to continuously self-educate and seek out new avenues to learn the ever advancing world of data science

How will you be doing it?

With a confidence interval of 90%, if you can 'strictly' prove your skills in at least 4 of the 5, then you can easily be able to do most of what is stated above.


Language - Proficient and well-defined knowledge of at least 1 statistical programming language - R or Python AND the one main data language - SQL
Data - Ability to work with datasets of all shapes, sizes and textures - from 20 KB-200 PB
Tool - Experience with at least 2 of the following - D3JS, RShiny, Tableau, Superset
Presentation - Ability to produce business-ready output with key action items
Maths - Proficient knowledge of statistics with a well displayed ability to build predictive models, forecasting approaches, simulation and personalisation algorithms

The zeroth skill that is expected as a default is an ability to program/code, along with the must-have skills of maintaining code quality and following standard software development life cycle of build - > test - > deploy using Git and a CI pipeline.

Extra points for the following great-to-haves:

Experience with the online retail industry or any major e-commerce player
Working knowledge of Bayesian techniques and deep learning approaches
Certification/knowledge of AWS and GCP solutions
Prior experience with docker and container based deployments
Having built scalable data products for a business end user using the Agile methodology

Please respond back with two things - Simple yes/no for the 5 fundamental asks AND your updated resume that reflects these asks. Remember you just need to satisfy 4 of the 5 main asks. There is also a statistical solecism in the description above, can you find it?"	 - Sydney NSW	Data Science ManagerTHE ICONIC8 reviews - Sydney NSW	Data Science Manager
775	"Job Number: 18241
Position Title:
External Description:

The Residential Builders Agency is a specialist business unit operating within Equifax Australasia Credit Ratings, focused on delivering a world-class, efficient and customer-centric operating model for the provision of builders warranty eligibility assessment services.

As an Underwriter within this business unit, you will be required to oversee assessments across the home building sector, analysing key issues, identifying commercial insights, and providing a professional opinion and clear recommendations to support critical business decisions. This involves working with a team of analysts to oversee assessments, identification and presentation of critical issues relating to the credit risk of an entity in determining its annual eligibility.

Day to day requirements of this role will include:

Perform underwriting assessment duties and recommending appropriate risk mitigation and conditions.
Conduct forensic and evidence-based analysis to scrutinise key issues and prepare assessment reports.
Provide specialist input to the underwriting committee and providing an independent professional opinion.
Provide information and support to residential builders regarding their business assessment and eligibility.
Monitor, manage and ensure compliance with underwriting standards, policies and procedures.
Working with a high performing team of analysts ensuring delivery to client and industry requirements.
Fostering an open and collaborative team culture for knowledge sharing and professional development.
Establishing and maintaining strong relationships with brokers, distributors and residential builders.
Maintain deep industry knowledge to identify important sectorial shifts and industry trends.
Presenting a professional image to clients and the broader business market.

Simply put, the required skills are:
Significant experience in managing the underwriting process, activities and decisions relating to residential home warranty insurance is essential for this role
Excellent communication, relationship building and negotiation skills
Strong accounting and financial statement analysis experience
Risk and credit analysis, economic and industry analysis
Highly developed analytical and problem solving skills
Knowledge of risk management and mitigation
Professional report writing and presentation skills

Desired skills:
Relevant tertiary degree; a Master's degree, CA or CPA qualified would be highly regarded
Broad knowledge of home warranty insurance, underwriting, residential building and risk management
Prior experience in providing business advisory services to residential builders

Why apply for this role and join Equifax?
A chance to be part of a brand new, large scale project
You will work with and learn from a highly experienced and dedicated team in delivering a high quality service to our customers
Extensive career progression opportunities available within a global company
This really is a great opportunity to join an industry leader not only in the local market but the global market.

If you feel you have the required competencies to fulfil our needs we invite you to apply.

Primary Location:
AUS-Sydney-56-Berry

Function:
Function - Data and Analytics

Schedule:
Full time

City: Sydney
Location_formattedLocationLong: Sydney, New South Wales AU
State: New South Wales
Community / Marketing Title: Financial Analyst
Company Profile:
Requisition Number: J00067787
EEO Employer Verbiage: <p>Equifax is an Equal Employment Opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.</p>"	 - Sydney NSW	Financial AnalystEquifax528 reviews - Sydney NSW	Financial Analyst
777	"Would you like to work in a dynamic and challenging environment where you will be supported to reach your potential?

The role of the Insights & Reporting Analyst is to manage South Pacific above market reporting, ensuring End Market reports, data collection tools and dashboards are generated and delivered accurately and reflects the latest available market insights using advanced Excel (including VBA) skills to provide deeper understanding of End Market and competitor in market performance.
The role should support the South Pacific SP&I manager in successfully managing, uploading and maintaining volume inputs into BPC (Excel base reporting system) for the South Pacific Markets (Papua New Guinea, Fiji Islands, Solomon Islands and Samoa).
ii. Knowledge, Skills & Experience Required: Need to align with global competency
Bachelor’s degree in business or related discipline.
Advanced excel skills including VBA.
Background in statistical and quantitative analysis, preferably within an FMCG Marketing or Supply
Strong strategic analytical abilities - identify trends, risks and opportunities, and translate these into insightful and compelling recommendations.
Ability to effectively plan, organise and prioritise
Strong interpersonal and relationship building sklills
Ability to influence stakeholders and deliver cross functionally
Good Microsoft Office skills (Word & PowerPoint)
Experience in SQL is an added advantage
British American Tobacco is one of the world’s leading multinational companies, with brands sold in over 200 markets, made in 44 factories in 42 countries.
We are proud that we are consistently among the top 5 companies on the London Stock Exchange.
Our portfolio includes our world-famous Global Drive Brands – Dunhill, Kent, Lucky Strike, Pall Mall and Rothmans – along with many other leading international brands, such as Vogue, Peter Stuyvesant and State Express 555.
Alongside our traditional tobacco business, we are also developing products that offer consumers potentially less risky alternatives to regular cigarettes. Our Next Generation Products are already leading the way in the Industry of vapour and tobacco heating devices. We continue to develop a solid portfolio of consumer solutions which already include well known global brands like Vype, glo and Voke."	 - Sydney NSW	Insights and Reporting Analyst - SydneyBritish American Tobacco1,430 reviews - Sydney NSW	Insights and Reporting Analyst - Sydney
778	"Would you like to work in a dynamic and challenging environment where you will be supported to reach your potential? An exciting opportunity has become available for a Account Analyst role to be based in our Head Office in Sydney. This role will support the Account management team in developing and executing business strategies to achieve company performance targets.

In the role of Account Analyst, your key accountabilities will include:
Support the implementation of account plans to maximise volume, profit and share performance.
Manage operational execution of Cycle Plan Activities and Projects on time, on quality, and on budget.
Review and analyse the effectiveness of account activities, providing insights and recommendations for future success.
Ensure accurate inputs and assumptions are captured to support demand planning and forecasting and deliver on targets.
Assess business performance of BATA and competitors in key accounts in order to enhance effectiveness of trade programs.
Provide administrative support to management team as required.
About You:
You should ideally possess the following attributes:
At least 1-3 years’ experience in a Trade Marketing or Analyst role
Strong numerical and analytical ability to identify trends, issues and opportunities and translate these into insightful & compelling commercial stories and recommendations
Ability to effectively plan, organise and prioritise
Strong verbal and written communication skills
Ability to build and leverage working relationships with customers and internal stakeholders
Resilience, positivity with a ‘can do’ attitude.


British American Tobacco is one of the world’s leading multinational companies, with brands sold in over 200 markets, made in 44 factories in 42 countries.
We are proud that we are consistently among the top 5 companies on the London Stock Exchange.
Our portfolio includes our world-famous Global Drive Brands – Dunhill, Kent, Lucky Strike, Pall Mall and Rothmans – along with many other leading international brands, such as Vogue, Peter Stuyvesant and State Express 555.
Alongside our traditional tobacco business, we are also developing products that offer consumers potentially less risky alternatives to regular cigarettes. Our Next Generation Products are already leading the way in the Industry of vapour and tobacco heating devices. We continue to develop a solid portfolio of consumer solutions which already include well known global brands like Vype, glo and Voke."	 - Sydney NSW	Account Analyst - SydneyBritish American Tobacco1,430 reviews - Sydney NSW	Account Analyst - Sydney
779	"ASX Listed corporate are looking for a Finance Analyst to join them for 6 months.

Working within the Commercial Finance team you will be responsible for the below duties:
Preparation of monthly management accounts including journal entries, accruals and General Ledger reconciliations for the Business Units.
Preparation of monthly reports on business performance (Revenue, Opex & Capex).
Monthly re-forecasting for Revenue, Opex and Capex, and upload into the ERP system, Board
Support on the development of the annual plan.
Provide support in the development of long range plans
Provide support to other Finance groups with regards to monthly results, accruals, reconciliations, audit queries, regulatory reporting and external reporting.
Involvement in the development of processes and systems to improve performance, reporting and analysis of the business.
Provide analytical insights based on the financial and operational data to allow the Business Unit to understand the business, underlying drivers, trends and key items. Aid in providing actions and solutions based on this analysis and information.
Other ad hoc duties as directed.

You will be CA/CPA qualified and have atleast 2 years experience in a Finance/Business Analyst role. You will have experience in working within a multi-national/large corporate and have strong analytical and modelling experience. You will gain exposure in presenting to the wider business and work within a high performing team.

To be considered for this role you must be immediately available to start.

If you have the suitable skillset and are interested in this role please click ""apply"" to submit your CV."	 - Sydney NSW	Finance AnalystPerigon Group - Sydney NSW$40 - $47 an hour	Finance Analyst
780	"Who we are

Tyro is Australia’s largest fintech and newest bank. We’re giving the business banking world a good shake up, with smart technology that save Australian businesses time and money.
We’re born different.
We don’t follow the easy path, we blaze our own unique trail.
And we want like-minded people who understand where we’re coming from and where we’re going.
When it comes to banks, lots of them say they’re different.
But Tyro really is different. We don’t do mortgages, personal loans, or investments. We’re all about business.
We may be new, but what we lack in heritage, we make up for with relentless determination and a focus on the future.
Our singular goal is to make life better for business owners with superior products and services that are simple and seamless so our customers, and our people, can keep blazing our own unique trail.

Your mission is to become Tyro’s marketing data, analytics and marketing automation subject matter expert (SME).
This role will be pivotal in creating and delivering targeted, end-to-end marketing campaigns, coupled with an extensive understanding of the business’ opportunities and risks, which will ultimately translate into sales, deepened relationships and positive customer experience. This role is responsible for establishing the campaign management and marketing analytics function within the marketing team, working closely with the organisation’s broader team of data scientist and analysts. This includes the effective planning, build, execution, deployment and analysis of marketing and customer campaigns across all channels (online and offline) to ensure the right message is delivered to the right customer at the right time.
You will also have accountability for the management, government, and optimisation of our existing CRM and marketing automation software and assume a pivotal role in the scoping and integration of any projects aligned with automated campaign management solutions and the data and digital product team roadmap.
What you'll be doing
Strategy
Consult with internal and external stakeholders on the best way to meet business objectives

Data & Analytics
Partner with product to understand and analyse large and different data systems and translate these into business opportunities / campaigns
Monitor and analyse campaign performance and create a range of best practices by customer segment
Challenge the way we use or source data for marketing and campaigns
Partner with Marketing and Customer teams to build targeted contact lists for acquisition, partner and customer campaigns in the marketing platform
Ensure data integrity through the establishment of campaign and analytical processes including data governance, contact rules and campaign quality / uploading / testing and tracking
Campaign management
Manage campaigns once they are running
Recommend and embed robust test-and-learn methodologies into campaigns
Work closely with the digital team to create custom-built reports and forecast modelling

Insights & Optimisation
Identify and implement any areas to deliver improved quality, speed, response rates and automation
Guide the team in the move towards multi-touch attribution modelling and end-to-end tracking
Effectively extract and analyse the performance of campaigns and provide key insights and recommendations for future improvements and new opportunities

Marketing CRM & Automation
Act like a pioneer in the field and proactively scope for ways to improve our CRM and Marketing automation systems to ensure the set up and the outcomes are in line with the business requirements
Be the expert in the organisation for recommending and selecting the right marketing technology
Be the central point of contact for our marketing automation software
Consult with 3rd party vendors to ensure best practice and value is achieved through CRM and marketing automation

Other projects and duties as required
What we're looking for:
A good understanding and experience with CRM and marketing automation is key for this role - experience with Salesforce and Pardot is preferred
Good interpersonal, negotiation and relationship building skills with the ability to communicate and engage well with stakeholders at all levels and 3rd party vendors
Efficient project planning and execution for deliverables
Analyse and manage data using SQL, SAS or other language and the ability to build queries and prepare data for further analysis
Advanced experience in end-to-end customer / marketing / campaign / analytics including planning and sizing, lead gen and nurturing, list extraction, tag management, website and campaign reporting methodologies and skills (prospect & existing customers)
Advanced technical and analytical skills to analyse customer and marketing profiles, campaigns and website performance including cohort analysis
Familiar with Google Analytics, Google Tag Manager & Mixpanel or any other relevant reporting software
Familiar with multi-touch attribution modelling and adserving
High analytic, problem solving, lateral thinking and interpretive skills
A keen eye to identify new opportunities that present themselves
Ability to explain complex information in simple terms to different audiences
Ability to translate campaign data into actionable insights
Positive approach to change
Self-driven, ability to set, manage and deliver own goals and deliver business objectives
3+ years’ marketing/campaign/customer analytics experience
Advanced marketing automation experience (preferably Pardot)
Advanced CRM experience (ideally Salesforce)
Advanced Excel skills
What we'd like to see:
B2B marketing experience
Financial Services experience
Tableau experience
Why work for us

We're not just like every other bank. Tyro has always been a tech company at heart, but fostering a diverse and inclusive environment, and a passion for continuous learning has always been one of the most important parts of our company's culture.

Tyros are a highly collaborative mix of people. You will work closely with our awesome teams and individuals in engineering, product management, customer support, sales and other functions within the business. Everyone is committed to delivering great outcomes for our customers, and you will have the chance to change the face of banking for Australia businesses.

Our 400 strong team of Tyros, just like our customers, are the lifeblood of our business. We go to great lengths to ensure a positive and enjoyable employee experience for all. We offer some amazing employee benefits such as a generous training budget, regular training for professional and personal development, 16 weeks paid primary carers leave, 3 weeks paid secondary carers leave, annual team based volunteer day, 17.5% leave loading and not to mention our multiple craft beer kegs (selection of beers carefully selected by our beer connoisseurs), wide selection of wine, variety of snacks and a ping pong table, selection of board and video games and an awesome rooftop area for socialising, all available to be enjoyed.

Privacy and Submitting your Application
By proceeding to submit your application, you acknowledge that you have read and understood Tyro’s Privacy Policy (www.tyro.com/privacy-policy/) and Privacy Statement & Consent for Job Applicants (www.tyro.com/privacy-statement-job-applicants/) and consent to Tyro collecting, using, holding and disclosing your personal information in accordance with these policies."	 - Sydney NSW	Marketing Operations AnalystTyro - Sydney NSW	Marketing Operations Analyst
781	"About Us
We’re one of Australia’s fastest growing companies and a leading world mobile advertising, user acquisition and monetisation platform. Delivering billions of ads a month, across thousands of apps in over 165 countries.

As part of the growth of our Product team we’re now looking for an analytical guru with a passion for data to join us in our Bondi Junction HQ.

Reporting to the Head of Product, the Business Intelligence Analyst work in a highly visible analytic role that requires interaction and partnership across the business to understand the data that should be gathered and present that data in an easily understood way to drive key business and product decisions to improve performance and reduce costs.

About the Role:
Conduct deep-dive data analysis for business insights and recommendations;
Interpret large data sets and turn it into actionable and insightful information;
Present data-based recommendations to stakeholders in a compelling and persuasive way;
Calculate the Leadbolt North Star metric and implement dashboard reporting to focus teams on data-driven behavior;
Play the data analyst role inside the product team to setup growth-hacking experiments - set the test up correctly, gather and track the data, report and analyze the results;
Design, build and maintain visually-compelling dashboards using Tableau;
Develop policies and procedures for the collection and analysis of data.
What you will bring:
3+ years of years of relevant professional work experience in analytics, data engineering, business intelligence, market research or related field;
3+ years of Experience with BI tools;
Strong Excel experience (VBA, Macros, V-Lookup);
Comfortable working with SQL;
Strong analytical skills, with the ability to interpret and present data to support business operations and drive evidence-based change within the business;
Strong communication, writing, and storytelling skills with demonstrated presentation skills.
It would Be Awesome if you also brought:
Experience working with Tableau (1+ year);
Experience using Python;
Working knowledge of the Jira ticketing software and Atlassian suite would be an advantage;
Bachelor/Degree in Computer Science, Mathematics, Statistics, Finance, or related technical field would be an advantage.
What makes us different?
As we continue to expand globally and find the best talent out there, we are looking for innovative, ingenious, driven and revolutionary people like you to join us.

Working at Leadbolt gives the opportunity to work with industry experts and to help grow your skills and gain valuable experiences that will build and shape your career for the future.

If you can see yourself at Leadbolt and want to be part of all of this, apply now by sending us a video cover letter (tell us about yourself) and attaching your resume."	 - Bondi Junction NSW	Business Intelligence AnalystLeadbolt - Bondi Junction NSW	Business Intelligence Analyst
