	description	location	salary	title
960	"For over 16 years Quantium have combined the best of human and artificial intelligence to power possibilities for individuals, organisations and society. Whether it be building forecasting engines that are driving down food wastage or creating mapping tools to support targeted measures in combatting human trafficking, Quantium believes in better goods, services, experiences, and championing the benefits of data for a brighter future.

The Opportunity

Quantium’s Property team leverages centre and retail transaction data to provide un-paralleled insights and drive overall success for some of Australia’s largest retail property owners. Through our bespoke data science solutions and sophisticated products such as, Q.Centre, we encapsulate some of our most ground-breaking insights on key growth opportunities, shopper preferences and the competitive landscape.

Quantium has an exciting new role for a Lead Consultant to come in to identify and grow new client relationships and ultimately drive the continued success of the Property vertical in Melbourne. You will be developing major proposals, delivering key analytical projects and driving education and uptake of Quantium’s products for our clients. This will involve leading and executing projects, including workforce management for the analytics project team and all client interaction.

You will also be collaborating with our Sydney team to lead analytical projects and solutions for our existing clients in Sydney. This is a unique opportunity to accelerate your career within a vibrant environment with the opportunity to make a huge impact in growing a new and existing dynamic portfolio, backed by Quantium’s data science and AI capabilities built over the last 16 years.

About you

Approximately 7+ years’ experience, with 5+ years of client facing experience capacity at the senior level
Strong Property/Retail industry knowledge ideally with a background in Retail/Shopping Centre consulting, advisory or client-side Retail/Shopping Centre experience.
Degree qualified; postgraduate qualifications highly valued
Strong business development and consulting experience, including demonstrated ability of generating and completing work
Strong project management experience and ability to lead consulting teams. Desirable: Experience having led analytical teams (even if you have not completed the analytical work).
Ability to work in a matrix structure, developing employees outside of own industry vertical(s)


More about Quantium

Quantium We actively foster a culture where our people can stretch themselves to reach their full potential. You will have the opportunity to collaborate and learn from our team of experts that spans data scientists, actuaries, statisticians, business analysts, strategy consultants, engineers, technologists, programmers, product developers, and futurists – all dedicated to harnessing the power of data to drive transformational outcomes for our clients. We also know that work must work for you, and modern life is fast paced, so Quantium embraces a flexible and supportive environment where you are respected and valued as an individual, not a number.

Quantium are an equal opportunity employer and value diversity. We are a multicultural team of various beliefs, sexual orientations and gender identities. We celebrate our diversity of race, religion, colour, national origin, gender, sexual orientation, age, marital status and disability status.

If you submit an application or expression of interest to The Quantium Group Pty Ltd, we may disclose your application or expression of interest on a confidential basis to our related companies, and joint venture companies, including Quantium Health Pty Limited. We will only make such disclosures for the purpose of considering your application or expression of interest and opportunities in those organisations."	 - Melbourne VIC	Lead Consultant, PropertyQuantium13 reviews - Melbourne VIC	Lead Consultant, Property
961	"RiskAdvisory: Extended Enterprise – Supplier & Contract RiskHelping our clientsmanage risk and drive value across their third party relationships The success of thirdparty relationships is critical to our clients. Our Extended Enterprise RiskManagement professionals help maximise the benefits gained from therelationships our clients have with various business partners including: · Suppliers· Customers· Franchisees· Licensees· Distributors These are some examplesof our common offerings, but in reality the great thing about EERM is theflexibility we can offer our clients when they need assistance with theirbusiness partner relationships. We respond to these situations in order toassist them, meaning we are able to tailor each project to the unique needs ofour clients. Aboutthe opportunity As a Senior Analyst within theEERM team, you will have responsibility for leading projects, coordinatingteams and building relationships internally and with clients in the market.

The work you performwill help you develop an understanding of: · The different third party relationships an organisation may have acrossdifferent industries;· The drivers which affect behaviors of business partners, suppliers andcustomers; and· The operational processes and controls required by an organisation toeffectively monitor its third party relationships.A typical EERM engagement will involve you: · Understanding the nature of the relationship between the clientorganisation and its extended enterprise, customer base or supply chain;· Performing risk assessments of contract documentation;· Undertaking detailed and comprehensive data analysis which allows us toquantify the financial and operational compliance with the contract;· Acting in a robust manner, with integrity to identify the facts, agreefindings with third parties and communicating important issues in a clear,succinct manner;· Supporting the client and potentially the third party through discussionswith relevant stakeholders;· Writing reports detailing the financial and operational issues highlightedduring our work; · Providing timely and useful feedback that can enhance future relationshipsand activities, both at our clients and the third parties they interact with.Working with EERMprovides a mixture of working in the office, client sites and visiting thirdparties’ premises, which provides variety and a well-rounded mix of workenvironments. Aboutyou The successful candidate will have: · Strong Team engagement skills· Previous experience working with third parties,supplier or business partners· Strong Communication and stakeholder management skills· An agile and analytical mindset and who enjoys problemsolving· Procurement or legal qualifications of relevance· Experience in providing advice on third partymanagement practices, from areas such as supplier due diligence /risk assessments, relationship management, supplier selection,contracting and on-going supplier risk management.· Entrepreneurial mindset, motivated by working in ahigh growth, highly diverse environment· Experience having produced or contributed tomarketing materials or business development activities The EERM team value ahealthy work-life balance, and provide ample opportunity to socialise withother members of the team across grades. Social events are democraticallyselected and are well attended. About usOur aim is to ensure that all our people feel comfortable to bring their wholeselves to work, and as a result, create a workplace that encourages the truespirit of 'And different'.From day one at our firm you'll be considered part of the Deloitte communityand our development and career progression framework will help you develop theskills and capabilities you need to succeed - in every sense of the word.Next StepTo apply, please follow the apply process.

For more information, contact JamesFrancis via the Our Recruiters section on our careers website.The minimum salary for this role 70,500 AUD which is inclusive of a 9.5% super contribution. Deloitte Touche Tohmatsu is the DTTL member firm in Australia (“Deloitte Australia”). “Deloitte” is the brand under which tens of thousands of dedicated professionals in independent firms throughout the world collaborate to provide audit, consulting,financial advisory, risk management, tax and related services to select clients. Requisition code: AUEXP147622"	 - Melbourne VIC	Supplier Risk Senior AnalystDeloitte7,162 reviews - Melbourne VIC$70,500 a year	Supplier Risk Senior Analyst
962	"The role

In this role you will be responsible for leading business case assessment for strategic capital Business Initiatives and challenging key stakeholders ensuring they are the right decisions for the business.

To be successful, you’ll have:

a CA / CPA qualified
commercial awareness and business focus
advanced stakeholder management skills including influencing & negotiating
advanced time management and planning skills, ability to manage multiple priorities in a high pressure environment
advanced analytical and problem solving skills
advanced communication & presentation skills (verbal and written), ability to present complex data & concepts to enable decision making
strong Excel and PowerPoint skills
Your key responsibilities will be to:

review capital business cases
direct the business where to invest Capital for best ROI
enhance Capital Reporting through providing greater insight and analysis on investments and returns
strengthen relationships across finance teams, Brands and business stakeholders.
build and improve end to end capital planning processes and/or driving organisational change and influencing key business partners
support with the budget and 5 year Corporate Plan
support the month-end reporting
Culture

Coles is a fast-paced, constantly changing business that focuses your talents and challenges you to perform at your best.

As a team, we’re bold with ideas and operate with pace and passion, always looking for better ways to transform retail and delight customers.

Benefits

If that isn’t exciting enough, as a team member at Coles you:

will receive a staff discount and exclusive team member offers
can enjoy a convenience store located onsite
are able to sample new products and flavours before they hit the shelves
have access to a Fitness Centre and Body Therapy Clinic
will be part of a fun and inclusive culture where customer, community and team are at the heart of what we do
About us

Today, Coles is one of Australia’s iconic retailers, providing a range of fresh food, groceries, general merchandise, liquor and fuel to millions of customers every week.

We have a combination of over 2,400 retail outlets across Australia covering Coles supermarkets, Coles Express fuel and convenience sites, Spirit Hotels and liquor stores under Liquorland, Vintage Cellars and First Choice Liquor branding.

While some things have changed over the years, one thing remains the same – our customer first strategy. We have over 112,000 fantastic team members across the country that are focused on making life easier for our customers and making a difference to the communities we serve every day.

Please Note

We prefer to deal with you directly and have not engaged an agency for this role, so if you’re interested, please apply.

At Coles, we aim to ensure our team represents the community we serve, embracing the richness of Australia's diverse population.

This role is eligible for the Team Member Referral Program"	 - Hawthorn East VIC	Senior Business AnalystColes2,224 reviews - Hawthorn East VIC	Senior Business Analyst
963	"Through an industry-leading commitment to innovation, our client is looking ahead by creating new products and services to help brighten the lives and businesses of millions of customers nationwide.


Providing industry-leading engineering services with their in-house resources and expertise, you will join an experienced team of analysts, operators and project managers that are dedicated to identifying, explaining and rectifying excessive energy consumption for clients.

Key Skills and Requirements:
Tertiary educated in a numerate discipline such as mathematics, finance or economics, and with ideally a minimum of 3-5 years' analytical experience in merchant energy in Australia
Prior experience of the development and ongoing maintenance of risk management frameworks is essential
Demonstrable experience of successfully leading and developing a team is required
Advanced analytical skills with the ability to deal with complexity
Strong quantitative analytics and problems solving capability
Total benefits package includes:
Market-leading remuneration and incentive payments, employee share plans and salary sacrifice arrangements
Discounted gas and electricity
Flexible working arrangements including, job sharing, off-site and part-time
Wellness programs
Study assistance
Career breaks
Work-life balance programs
* NOTE: Please apply with a professional cover letter outlining your skills, knowledge, and experience relating to this opportunity and a current resume.

For further information, please contact:

D’Arcy Weil
MELBOURNE
St James Building, Mezzanine
555 Bourke Street, Melbourne VIC 3000
T: +61 3 7018 7652

We thank all applicants for their interest. However, only candidates being considered for interviews will be contacted."	 - Melbourne VIC	ENERGY DATA ANALYSTD'Arcy Weil - Melbourne VIC	ENERGY DATA ANALYST
964	"Chance to work for a leading Global Information Services organisation.

Huge opportunity to develop your skill-set and progress in your career.

About Our Client
Our Client helps their clients to proactively manage the quality of their data through world class validation, matching, enrichment and profiling capabilities. With flexible SaaS and on-premise deployment models, our Client's Data Quality software allows organisations around the world to truly connect with their customers by delivering intelligent interactions, every time.

Job Description
The Data Scientist Role is a multifaceted one and supports a number of internal and external stakeholders.

Key aspects of the role are to:

Produce demographic models to accurately represent the entire population.
Engaging with stakeholders and the Global Product Development Team to provide the best solution based on local knowledge.
Working closely with multiple stakeholders in the local office including Product Management, Analytics, Pre-sales and Sales.
Documentation.
Create custom segmentation's (clusters) from a variety of data sources.
Develop dashboards and visualisations for clients and products.
Assist with new product developments and cross functional/regional collaboration.
Ensure all models are updated regularly.
Be across the methodology to create Mosaic and custom Mosaic.
Create custom audiences for DAS and other advertising platforms.
The Successful Applicant
Tech Stack:

Strong experience with R/Python & SQL.
Experience using CSS/HTML is nice to have.
Experience working with Cloud(AWS, Azure)/ Big Data (Hadoop) technologies nice to have .
Previous experience gathering requirements from the business/ stakeholders.
Soft skills:

Good communication skills. Comfortable with presenting to technical and non-technical audiences.
Understanding of different business users.
Can understand use case of products from clients perspective.
Commercial understanding.
Inquisitive and curious mind.
What's on Offer
Permanent position that will directly impact the success of the business and help to drive future growth and efficiency.
Chance to work autonomously and use initiative to provide data solutions.
Great location and public transport right outside the building.
Excellent team environment.
Contact:
Charlotte Weston"	 - Melbourne VIC	Data ScientistMichael Page168 reviews - Melbourne VIC$100,000 - $120,000 a year - Permanent	Data Scientist
965	"Job posted:
11/09/2018
Applications close:
26/10/2018 (Midnight) 6 days remaining






Today
Job Description
To access further information, attachments and to submit your application, please click the 'Apply Now' button below. This will direct you to the Ambulance Victoria Careers Centre.
Be a part of Ambulance Victoria's (AV) commitment to deliver Best Care for every patient every time.

About the role

Based in Blackburn North, this permanent part time role (0.8 FTE), reporting to the Director Clinical Governance and Performance, will:

Provide specialist advice and undertake detailed data analysis, evaluation and research into quality and safety data to identify areas of clinical risk.
Provide strong leadership and foster a culture of professional development and continuous improvement
Develop and maintain strong relationships across the organisation and with external agencies
Manage resources, projects, changing and competing priorities and achieve individual and team goals.
About you

You will be degree qualified in paramedicine or a relevant field and possess postgraduate qualifications in epidemiology, biostatistics or similar. To succeed in this role you will have strong IT skills including experience in data sourcing, analysis and reporting. In addition, you will possess strong conceptual, analytical and problem solving skills to enable you to identify issues and together with your interpersonal and influencing skills will gain the acceptance and cooperation of others in support of ideas and introduction of change.

What's in it for you?

As a valued member of AV you will enjoy a professional working environment that recognises the importance of work/life balance, as well as offering salary packaging options, generous personal leave entitlements and accrued days off. We believe our people are our greatest resource and the sustainability of our workforce depends on how well we utilise our peoples' skills and abilities.

How to apply

Applicants are requested to read the document ‘Applying for a position with Ambulance Victoria' and submit their application by 5pm Friday 26th October, 2018.

Your application will form an integral part of the selection process and should be of a high quality including:

A covering letter
A resume
A document addressing the selection criteria in the position description
For any queries please email recruitment@ambulance.vic.gov.au or contact the AV Recruitment Team on 03 9840 3653.

Ambulance Victoria is an Equal Opportunity Employer"	 - Melbourne VIC	Principal Quality Performance Analyst (See Advertisement)Victorian Government4 reviews - Melbourne VIC	Principal Quality Performance Analyst (See Advertisement)
966	"About the role:

Testing accuracy of pricing data
Support implementation of new pricing tools
Routine and adhoc pricing reporting
Excel - advanced
Power BI experience an advantage
Attention to detail, working across teams, collaborative
About you:

Tertiary qualification preferred
Graduate looking for their foot in the door to gain some experience
High attention to detail
Excellent communication skils
Previous experience working with Power BI
2 years experience in a similiar role
If you meet the above criteria, please submit your application or call Marika Loutsis on (03) 9211 6415 for any further questions."	 - Melbourne VIC	BI Data Analyst - 3 month contractAltablue - Melbourne VICContract	BI Data Analyst - 3 month contract
967	"(View All Jobs) ( https://envato.com/careers/ )

( http://www.envato.com/careers/open-jobs )


Be part of a great team culture in the analytics space!
Fantastic benefits, flexible hours, Melbourne CBD location
Named Australia's Coolest Company for Women ( http://inside.envato.com/envato-coolest-company-for-women/ ) and one of the Best Places to Work ( http://press.envato.com/109596-envato-named-one-of-2015-s-best-places-to-work ) in Australia

Headquartered in Melbourne, Australia, we're a completely online company with an ecosystem of sites and services to help people get creative. In September 2014, one of our sites, ThemeForest, was the 90th most visited website in the world and it remains among the most visited Australian-owned website on the planet! With more than 350 staff and contractors worldwide, we've helped a community of creative sellers earn more than $500 Million ( https://envato.com/blog/milestone-celebrating-500m-community-earnings/ ).

JobAdvisor awarded us the title of Australia's Coolest Company for Women and Diversity (2015 ( http://inside.envato.com/envato-coolest-company-for-women/ ) and2016 ( http://www.searchparty.com/blog/coolest-companies-winners-2016/ )). We were also named as one of the Best Places to Work in Australia in the 2015 ( http://press.envato.com/109596-envato-named-one-of-2015-s-best-places-to-work ), 2016 ( https://envato.com/blog/best-places-work-australia-2016-envatos-17/ ) and 2017 ( https://envato.com/blog/makes-envato-great-place-work/ )BRW Awards.

On Envato Market ( http://market.envato.com/ ) thousands of people earn a living selling things like WordPress themes, photos, music tracks and illustrations. With Envato Elements ( http://elements.envato.com/ ), we oversee one of the world's largest subscription services for digital creatives, providing hundreds of thousands of files for unlimited download for one flat fee. We offer website design and hosting with Envato Sites ( https://sites.envato.com/ ). On our education platform Tuts+ ( http://tutsplus.com/ ), over 5 million people learn skills including code, illustration, photography, web design, and more, each month. We also run a freelance marketplace called Envato Studio ( http://studio.envato.com/ ).

You might be surprised to know that not only do we run some of the biggest websites in the world; we're also growing really fast!

What you'll be doing

Envato is split into four major business units which support our customers, authors, internal platforms and new ventures. Our Analytics team is acts as a shared service across all of these core groups, providing crucial expertise to help Envato leverage insights in order to make truly data-driven decisions. Data is central to our growth strategy, and as a result, we're scaling quickly in this area. There are multiple opportunities for insights-driven analysts to support a number of business units, including Marketing, Product, Web and CRM/Customer.

To shed some light on what life is like as a Product Analyst in the Analytics team at Envato, you will work closely with senior stakeholders, the Analytics Director and Product Managers to analyse data, identify trends and highlight opportunities and issues for the team. You'll be on the hunt to problem solve and identify root causes of positive and negative trends. You will be an instrumental member of a collaborative team, where you'll take part in planning and measuring company KPI's, supporting business goals such as new customer acquisition & increasing user retention.

Having the ability to manipulate and analyse large, complex data sets, turning them into actionable business insights will have you kicking goals in this role. You will also be responsible for building and maintaining a range of dashboards and reports conveying Envato's KPIs, performing mission-critical analysis driving our online customer and revenue growth. (YAY!)

What we're looking for


Experience with online data and quantitative analysis, preferably for an Internet company (although we are open to more experienced candidates)
High level of analytical and problem solving skills with a keen eye for detail
Strong SQL skills are an advantage, as is experience with Amazon Redshift
Strong analytical and visualisation skills (Excel/Tableau and the like)
Excellent business judgment and strategic thinking
Bachelor degree in mathematics, statistics, engineering, science, economics or other quantitative fields
Experience with big data - an advantage (this will help you collaborate with our Data Platforms Team)
Ability to build effective relationships with individuals across all levels of an organisation
Strong demonstrated alignment to Envato's values.

What we offer


A fantastic culture ( http://inside.envato.com/a-great-place-to-work/ ) of creatively minded, hard working people who are passionate about Envato and being part of its growth and success
Flexible working ( http://inside.envato.com/reflections-on-remote-working/ ) conditions – we want you to love your work but also your life outside of Envato
We actively work on creating a safe, inclusive environment free from discrimination
A fast paced and progressive environment where everyone has regular interaction with teammates and Envato community members from all over the world ( http://inside.envato.com/reflections-on-remote-working/ )!
Read more from our staff about why they love working at Envato by visiting www.jobadvisor.com.au/envato ( http://www.jobadvisor.com.au/envato )
We're offering a competitive salary package & benefits ($90k-$120k package, but flexible depending on experience)

Who should apply?

We care deeply about diversity ( http://inside.envato.com/proud-to-be-diverse/ ) and inclusion at Envato, and welcome applicants of all types, and from all backgrounds. If you think you have the skills and experience needed for this role then we'd like to hear from you.

What next?

Submit a cover letter, an up to date copy of your resume and answers to the below questions. Good luck!

( https://envato.com/blog/best-places-work-australia-2016-envatos-17/ ) ( http://inside.envato.com/a-great-place-to-work/ )

( http://www.searchparty.com/blog/coolest-companies-winners-2016/ ) ( http://inside.envato.com/envato-coolest-company-for-women/ ) ( http://blog.jobadvisor.com.au/australia-cool-tech-companies-2015/ ) ( http://www.news.com.au/finance/work/envato-named-australias-coolest-tech-company-in-jobadvisor-competition/story-fnkgbb3b-1227036827879 )

We care about your privacy. By submitting your application you are agreeing to our Privacy Policy. If you're into reading legal documents or you're keen to know more about how we handle your personal information read our Privacy Policy ( http://www.envato.com/privacy ) before you submit your application.
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	 - Melbourne VIC	Product AnalystEnvato6 reviews - Melbourne VIC$90,000 - $120,000 a year	Product Analyst
968	"Who we are
What do Airbnb, Kind and Salesforce have in common? They use Culture Amp every day to make their workplaces better and grow highly engaged employees. They also make up a community of nearly 2,000 organizations from around the globe who stand together to change the world of work.
With offices in Melbourne, San Francisco, New York, and London, Culture Amp isn’t just for fast-growing startups - we’re for every organization that wants to put culture first. By making it easy to collect, understand, and act on employee feedback, we enable People teams to make better decisions, demonstrate impact, and turn company culture into a competitive edge.
It’s what makes us the world’s leading employee feedback platform.

Your role
We are searching for a QA Analyst to be responsible for ensuring we are building quality into our product development. Your superpower is seeing issues and improvements, and you're a detail-oriented person who uses a methodical approach to solving problems. We want you to help us improve quality across your team and also contribute to the entire Agile product development process, from design through to delivery. The role will include developing great automation code, well thought out test data, and manual and exploratory testing. This role requires user empathy, ability to assess severity and prioritise work, and think more widely about the impact of a software change to find appropriate test cases. You'll immerse yourself in our customers’ experience and collaborate closely with Product Managers, Product Designers, Software Engineers, and customer teams to test the product that helps improve the culture of the world's most innovative companies.

What skills you'll bring to the team

Passionate about software quality and solving complex problems
Ability to ensure application changes are aligned to user requirements
Curiosity and willing to learn quickly and retain product knowledge
Communicate to fellow team members on QA ideas and processes
Contribute to the design of new features & acceptance criteria
Understand coding basics
Ability to autonomously write automated frontend and backend tests
Define which tests should be automated and which should be manual

Once you are part of the team

You will be working in an environment where being vulnerable is not only ok but it is encouraged
You will be trusted to make courageous decisions that will have an impact
You will be a go-to person for QA related activities for your team
You will have a thorough understanding of our customers’ needs

Here are a few highlights from Culture Amp

Learn about our Employee Feedback Platform
What is a People Geek?
Our unique DIY approach to Learning & Development
What is Culture First?

If you’re excited by the opportunity to work in a fast-growing start-up, where there’s plenty of opportunities to pitch in on anything from shaping the next product feature to influencing our technology stack, and building a global software company from Melbourne, get in touch."	 - Melbourne VIC	Quality AnalystCulture Amp - Melbourne VIC	Quality Analyst
969	"Competitive remunition package

Great career development

About Our Client
One of Victoria's largest businesses providing a range infrastructure products and services across upcoming development projects. Committed to becoming a thriving workplace of empowered accountable people living our principles of diversity and inclusion.

Job Description
Provide in depth spend and market analysis to key members of the sourcing and category management teams on high value and complex supplier categories
Proactively seek trends and anomalies in data to provide insight to business position and additional 'Value Add' prospects
Based on your research and analysis, present procurement recommendations and advice to the team to ensure they are making informed and highly commercial decisions around but not limited too; supplier selection, contract amendments and adhoc sourcing projects
Create and maintain dashboards and databases to ensure information is readily accessible to the business at short notice
Proactively build rapport with relevant stakeholders to understand their requirements and collaborate with them to continually drive process improvement and cost saving initiatives
The Successful Applicant
Intermediate to advanced excel capabilities
Exceptional communication skills
Highly analytical, with the ability to build rapport easily
Experience working with large ERP platforms e.g SAP or Oracle would be highly regarded
Exposure to working in a complex business environment across multiple stakeholder groups would be looked upon favourably
What's on Offer
Work life balance and work place flexibility
Career development program
Competitive rumination on offer
Contact:
Terry Jepson"	 - Melbourne VIC	Procurement AnalystMichael Page168 reviews - Melbourne VICPermanent	Procurement Analyst
972	"Senior Test Analyst – TOSCA & Automation

Our Culture
Your passion and experience are integral to Cognizant's success. You will be welcomed into a dynamic and expanding global leader in IT and Business consultancy where you will be valued for who you are. We take pride in our partnership with our clients, so your ability to add value and provide exceptional service to our clients is fundamental to your success. In return, you will be offered opportunities and support to develop your career and collaborate with people focused on innovation and ideas.

Mandatory Skills: Extensive experience in Mainframe, Jenkins, Java development, Angular JS & TOSCA Automation Hands on experience in RCRM, AXIS, NPAMS, Connect, Promise, Autocat, OMFUL, ISL, Bigpond Experience in managing multiple stakeholders

Duties and Responsibilities: Analyze, design and develop Test cases based on requirements Performing the Proof of Concept and Feasibility Analysis for new Applications that migrate to the advanced systems Develop Automation Scripts for all the Applications that are involved in the End to End Testing using advanced technologies such as JAVA and .NET Technologies in continuous development framework model using tools such as Jenkins and Gradle as a language used to generate the builds. Defect Logging, Defect tracking (Defect Triage) and Defect Management in ALM so as to ensure the delivery with good quality and within the restricted timelines. Maintaining Various Automation Portals such as data cleanup, server restart, Configurations, deployments, credentials management, performance tests and Various administration activities.

Next Steps
If you would like to express interest in role, please click on the APPLY button now. Due to a high number of applicants, only shortlisted candidates will be contacted for a further discussion within 3-5 business days. We thank you for taking interest in this opportunity with us. For a complete list of opportunities with Cognizant visit http://www.cognizant.com/careers

Cognizant is committed to providing Equal Employment Opportunities. Successful candidate will be required to undergo a background check
#LI-TAGAPAC

Senior Test Analyst – TOSCA & Automation

Our Culture
Your passion and experience are integral to Cognizant's success. You will be welcomed into a dynamic and expanding global leader in IT and Business consultancy where you will be valued for who you are. We take pride in our partnership with our clients, so your ability to add value and provide exceptional service to our clients is fundamental to your success. In return, you will be offered opportunities and support to develop your career and collaborate with people focused on innovation and ideas.

Mandatory Skills: Extensive experience in Mainframe, Jenkins, Java development, Angular JS & TOSCA Automation Hands on experience in RCRM, AXIS, NPAMS, Connect, Promise, Autocat, OMFUL, ISL, Bigpond Experience in managing multiple stakeholders

Duties and Responsibilities: Analyze, design and develop Test cases based on requirements Performing the Proof of Concept and Feasibility Analysis for new Applications that migrate to the advanced systems Develop Automation Scripts for all the Applications that are involved in the End to End Testing using advanced technologies such as JAVA and .NET Technologies in continuous development framework model using tools such as Jenkins and Gradle as a language used to generate the builds. Defect Logging, Defect tracking (Defect Triage) and Defect Management in ALM so as to ensure the delivery with good quality and within the restricted timelines. Maintaining Various Automation Portals such as data cleanup, server restart, Configurations, deployments, credentials management, performance tests and Various administration activities.

Next Steps
If you would like to express interest in role, please click on the APPLY button now. Due to a high number of applicants, only shortlisted candidates will be contacted for a further discussion within 3-5 business days. We thank you for taking interest in this opportunity with us. For a complete list of opportunities with Cognizant visit http://www.cognizant.com/careers

Cognizant is committed to providing Equal Employment Opportunities. Successful candidate will be required to undergo a background check.
#LI-TAGAPAC

Employee Status : Full Time Employee
Shift : Day Job
Travel : No
Job Posting : Oct 05 2018

About Cognizant
Cognizant (NASDAQ-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 195 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us on Twitter: Cognizant."	 - Melbourne VIC	Senior Test Analyst - Automation & TOSCACognizant10,453 reviews - Melbourne VIC	Senior Test Analyst - Automation & TOSCA
973	"(View All Jobs) ( https://envato.com/careers/ )

( http://www.envato.com/careers/open-jobs )


Be part of a great team culture
Lead the web analytics setup and measurement of trends
Fantastic benefits, flexible hours, Melbourne CBD location!

Headquartered in Melbourne, Australia, we're a completely online company with an ecosystem of sites and services to help people get creative. In September 2014, one of our sites, ThemeForest, was the 90th most visited website in the world and it remains among the most visited Australian-owned website on the planet! With more than 350 staff and contractors worldwide, we've helped a community of creative sellers earn more than $500 Million ( https://envato.com/blog/milestone-celebrating-500m-community-earnings/ ).

JobAdvisor awarded us the title of Australia's Coolest Company for Women and Diversity (2015 ( http://inside.envato.com/envato-coolest-company-for-women/ ) and 2016 ( http://www.searchparty.com/blog/coolest-companies-winners-2016/ )). We were also named as one of the Best Places to Work in Australia in the 2015 ( http://press.envato.com/109596-envato-named-one-of-2015-s-best-places-to-work ),2016 ( https://envato.com/blog/best-places-work-australia-2016-envatos-17/ ) and2017 ( https://envato.com/blog/makes-envato-great-place-work/ ) BRW Awards.

OnEnvato Market ( http://market.envato.com ) thousands of people earn a living selling things like WordPress themes, photos, music tracks and illustrations. WithEnvato Elements ( http://elements.envato.com ), we oversee one of the world's largest subscription services for digital creatives, providing hundreds of thousands of files for unlimited download for one flat fee. We offer website design and hosting withEnvato Sites ( https://sites.envato.com/ ). On our education platformTuts+ ( http://tutsplus.com ), over 5 million people learn skills including code, illustration, photography, web design, and more, each month. We also run a freelance marketplace calledEnvato Studio ( http://studio.envato.com ).

You might be surprised to know that not only do we run some of the biggest websites in the world; we're also growing really fast!

What you'll be doing

Envato is split into four major business units which support our customers, authors, internal platforms and new ventures. Our Analytics team acts as a shared service across our entire business, providing crucial expertise to help them leverage insights in order to make truly data-driven decisions. Data is central to our growth strategy, and as a result, we're scaling quickly in this area.

To shed some light on life as a Web Analyst in the Analytics team at Envato, you will work closely with senior stakeholders, the Analytics Director, Product Managers, and the Business Intelligence unit to analyse data, highlight opportunities and issues for the team. You will own and lead the web analytics set up, diving deep with Google Analytics and our other digital analytics tools to identify patterns, anomalies and troubleshoot at all levels of our tech stack. Additionally, you will be on the hunt to problem solve and identify root causes of positive and negative trends. (YAY!)

What we're looking for


Experience with major web analytics platforms; Google Analytics, Webtrends, Website Optimiser etc. including tagging, goal & funnel setup and analysis (if you're familiar with a similar tool kit, we'd still love to hear from you)
Experience analysing web traffic patterns and metrics
Being comfortable diving into the tech to investigate and troubleshoot issues is highly desirable
Exposure to A/B testing
Strong Microsoft office skills (especially Excel)
Experience in working successfully in a cross-functional team environment
Strong analytical & problem solving skills
Highly developed communication skills; able to explain technical matters to a non-technical audience
Positive, self-motivated, passionate, enthusiastic, a can-do attitude
Experience with big data would be an advantage
Ability to build effective relationships with individuals across all levels of an organisation
Strong demonstrated alignment to Envato's values.

What we offer


A fantastic culture ( http://inside.envato.com/a-great-place-to-work/ ) of creatively minded, hard working people who are passionate about Envato and being part of its growth and success
Flexible working ( http://inside.envato.com/reflections-on-remote-working/ ) conditions – we want you to love your work but also your life outside of Envato
We actively work on creating a safe, inclusive environment free from discrimination
A fast paced and progressive environment where everyone has regular interaction with teammates and Envato community members from all over the world ( http://inside.envato.com/reflections-on-remote-working/ )!
Read more from our staff about why they love working at Envato by visiting www.jobadvisor.com.au/envato ( http://www.jobadvisor.com.au/envato )
We're offering a competitive salary package & benefits ($90k-$120k package, but flexible depending on experience)

Who should apply?

We care deeply about diversity ( http://inside.envato.com/proud-to-be-diverse/ ) and inclusion at Envato, and welcome applicants of all types, and from all backgrounds. If you think you have the skills and experience needed for this role then we'd like to hear from you.

What next?

Submit a cover letter, an up to date copy of your resume and answers to the below questions. Good luck!

( https://envato.com/blog/best-places-work-australia-2016-envatos-17/ ) ( http://inside.envato.com/a-great-place-to-work/ )

( http://www.searchparty.com/blog/coolest-companies-winners-2016/ ) ( http://inside.envato.com/envato-coolest-company-for-women/ ) ( http://blog.jobadvisor.com.au/australia-cool-tech-companies-2015/ ) ( http://www.news.com.au/finance/work/envato-named-australias-coolest-tech-company-in-jobadvisor-competition/story-fnkgbb3b-1227036827879 )

We care about your privacy. By submitting your application you are agreeing to our Privacy Policy. If you're into reading legal documents or you're keen to know more about how we handle your personal information read our Privacy Policy ( http://www.envato.com/privacy ) before you submit your application.
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"	 - Melbourne VIC	Web AnalystEnvato6 reviews - Melbourne VIC$90,000 - $120,000 a year	Web Analyst
